scientific_name;genus;specific_epithet;species_author;recorded_by;colnum_full;prefix;colnum;sufix;col_date;col_day;col_month;col_year;det_by;det_date;det_day;det_month;det_year;country_id;country;continent;locality;coordinate_id;ddlong;ddlat;institute;herbarium_code;barcode;orig_bc;coll_surname;orig_recby;orig_detby;country_iso3;status;accepted_name;ipni_no;colnum_fullprefix;region;geo_issues;.summary;tmp_det_date.1;expert_det;recby_regex;modified;scientific_name.1;colnum_fullprefix.1;region.1;collector_id;huh_name;geo_col;wiki_url;ipni_species_author;specificEpithet;tmp_det_date;sp_idx;summary
Uvaria grandiflora Roxb. ex Hornem.;Uvaria;grandiflora;<NA>;Unknown;Unknown ANU 1574 ;Unknown;1574;<NA>;<NA>;1;3;1964;Meade, CV;2000-07-01T00:00:00;1;7;2000;PH;Philippines;<NA>;Philippines, Mindanao, Davao Province, Coronon valley near Santa Cruz.;<NA>;126.092983;7.018304;<NA>;Botany;L1770657;L.1770657;Unknown;Unknown;Meade CV;PHL;SYNONYM;Uvaria hamiltonii;https://ipni.org/n/75718-1;;;<NA>;;;<NA>;Unknown;serafin_2023-05-10_09-01-44;;;;<NA>;Unknown;<NA>;<NA>;Hook.f. & Thomson;;;Uvaria grandiflora;True
Uvaria grandiflora Roxb. ex Hornem.;Uvaria;grandiflora;<NA>;Varadarajan, Ganapathy Subramaniam;"Varadarajan, GS; Reynoso, EJ; Ferdo; Mosing  1571 ";Varadarajan;1571;<NA>;<NA>;8;8;1987;<NA>;<NA>;<NA>;<NA>;<NA>;PH;Philippines;<NA>;Philippines, Panay Island: Southwestern range of Mt. Baloy, Laggit, 2-3 km SE of Lublub.;<NA>;122.1;11.05;<NA>;Botany;L1770659;L.1770659;Varadarajan;"Varadarajan GS; Reynoso EJ; Ferdo; Mosing";"Setten AK van; Heusden ECH van";PHL;SYNONYM;Uvaria hamiltonii;https://ipni.org/n/75718-1;;;<NA>;;;<NA>;Varadarajan, GS;serafin_2023-05-10_09-01-44;;;;<NA>;Varadarajan, Ganapathy Subramaniam;Argentina, Bolivia, Colombia, Ecuador, Philippines, Venezuela;<NA>;Hook.f. & Thomson;;;Uvaria grandiflora;True
Uvaria rubra C.B.Rob.;Uvaria;grandiflora;<NA>;Williams, Robert Stratham;3042;<NA>;3042;<NA>;<NA>;29;6;1905;<NA>;<NA>;<NA>;<NA>;<NA>;PH;Philippines;<NA>;Santa Cruz, S. E. Mindanao.;<NA>;125.372595;6.866478;NY;NY;NY59990;59990;Williams;R. S. Williams;;PHL;SYNONYM;Uvaria hamiltonii;https://ipni.org/n/75718-1;;;<NA>;;;<NA>;Williams, RS ;serafin_2023-05-10_09-01-44;;;;<NA>;Williams, Robert Stratham;Bolivia, Canada, Panama, Peru, Philippines, United States of America;<NA>;Hook.f. & Thomson;;;Uvaria grandiflora;True
Uvaria rubra C.B.Rob.;Uvaria;grandiflora;<NA>;Williams, Robert Stratham;3042;<NA>;3042;<NA>;<NA>;29;6;1905;<NA>;<NA>;<NA>;<NA>;<NA>;PH;Philippines;<NA>;Santa Cruz, S. E. Mindanao.;<NA>;125.372595;6.866478;NY;NY;NY59992;59992;Williams;R. S. Williams;;PHL;SYNONYM;Uvaria hamiltonii;https://ipni.org/n/75718-1;;;<NA>;;;<NA>;Williams, RS ;serafin_2023-05-10_09-01-44;;;;<NA>;Williams, Robert Stratham;Bolivia, Canada, Panama, Peru, Philippines, United States of America;<NA>;Hook.f. & Thomson;;;Uvaria grandiflora;True
Uvaria rubra C.B.Rob.;Uvaria;grandiflora;<NA>;Williams, Robert Stratham;3042;<NA>;3042;<NA>;<NA>;29;6;1905;<NA>;<NA>;<NA>;<NA>;<NA>;PH;Philippines;<NA>;Santa Cruz, S. E. Mindanao.;<NA>;125.372595;6.866478;NY;NY;NY59991;59991;Williams;R. S. Williams;;PHL;SYNONYM;Uvaria hamiltonii;https://ipni.org/n/75718-1;;;<NA>;;;<NA>;Williams, RS ;serafin_2023-05-10_09-01-44;;;;<NA>;Williams, Robert Stratham;Bolivia, Canada, Panama, Peru, Philippines, United States of America;<NA>;Hook.f. & Thomson;;;Uvaria grandiflora;True
Uvaria sorzogonensis C.Presl;Uvaria;littoralis;<NA>;Barbon, E. B.;"Barbon, EB; Garcia, HG; Romero, EM PPI 22066 ";Barbon;22066;<NA>;<NA>;20;12;1995;<NA>;<NA>;<NA>;<NA>;<NA>;PH;Philippines;<NA>;Luzon, Cagayan, Brgy. San Vicente, Palaui Island, Sta.Ana.;<NA>;122.133333;18.55;<NA>;Botany;L1768681;L.1768681;Barbon;"Barbon EB; Garcia HG; Romero EM";;PHL;ACCEPTED;Uvaria littoralis;https://ipni.org/n/75784-1;;;.con;;;<NA>;Barbon, EB;serafin_2023-05-10_09-01-44;;;;<NA>;Barbon, E. B.;Philippines;<NA>;(Blume) Blume;;;Uvaria littoralis;False
Uvaria cordata (Dunal) Alston;Uvaria;littoralis;<NA>;Elmer, Adolph Daniel Edward;Elmer, ADE  13880 ;Elmer;13880;<NA>;<NA>;1;9;1912;Meade, CV;2000-07-01T00:00:00;1;7;2000;PH;Philippines;<NA>;Philippines, Cabadbaran (Mt. Urdaneta), Province of Agusan, Island of Mindanao.;<NA>;125.534444;9.123611;<NA>;Botany;U0000432;U  0000432;Elmer;Elmer ADE;Meade CV;PHL;ACCEPTED;Uvaria littoralis;https://ipni.org/n/75784-1;;;<NA>;;;<NA>;Elmer, ADE;serafin_2023-05-10_09-01-44;;;;<NA>;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;<NA>;(Blume) Blume;;;Uvaria littoralis;True
Uvaria sorzogonensis C.Presl;Uvaria;littoralis;<NA>;Elmer, Adolph Daniel Edward;Elmer, ADE  17933 ;Elmer;17933;<NA>;<NA>;1;6;1917;Merrill, ED;1950-08-01T00:00:00;1;8;1950;PH;Philippines;<NA>;Philipines, Los Baños (Mt. Maquiling), Province of Laguna, Island of Luzon.;<NA>;121.2256;14.1789;<NA>;Botany;U1080125;U.1080125;Elmer;Elmer ADE;Merrill ED;PHL;ACCEPTED;Uvaria littoralis;https://ipni.org/n/75784-1;;;<NA>;;;<NA>;Elmer, ADE;serafin_2023-05-10_09-01-44;;;;<NA>;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;<NA>;(Blume) Blume;;;Uvaria littoralis;True
Uvaria sorzogonensis C.Presl;Uvaria;littoralis;<NA>;Elmer, Adolph Daniel Edward;Elmer, ADE  17933 ;Elmer;17933;<NA>;<NA>;1;6;1917;Merrill, ED;1950-08-01T00:00:00;1;8;1950;PH;Philippines;<NA>;Philipines, Los Baños (Mt. Maquiling), Province of Laguna, Island of Luzon.;<NA>;121.2256;14.1789;<NA>;Botany;L1768678;L.1768678;Elmer;Elmer ADE;Merrill ED;PHL;ACCEPTED;Uvaria littoralis;https://ipni.org/n/75784-1;;;<NA>;;;<NA>;Elmer, ADE;serafin_2023-05-10_09-01-44;;;;<NA>;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;<NA>;(Blume) Blume;;;Uvaria littoralis;True
Uvaria cordata (Dunal) Alston;Uvaria;littoralis;<NA>;Elmer, Adolph Daniel Edward;Elmer, ADE  13880 ;Elmer;13880;<NA>;<NA>;1;9;1912;Meade, CV;2000-07-01T00:00:00;1;7;2000;PH;Philippines;<NA>;Philippines, Cabadbaran (Mt. Urdaneta), Province of Agusan, Island of Mindanao.;<NA>;125.534444;9.123611;<NA>;Botany;L0190815;L  0190815;Elmer;Elmer ADE;Meade CV;PHL;ACCEPTED;Uvaria littoralis;https://ipni.org/n/75784-1;;;<NA>;;;<NA>;Elmer, ADE;serafin_2023-05-10_09-01-44;;;;<NA>;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;<NA>;(Blume) Blume;;;Uvaria littoralis;True
Uvaria sorzogonensis C.Presl;Uvaria;littoralis;<NA>;Mendoza, Demetrio R.;Mendoza, DR PNH 97779 ;Mendoza;97779;<NA>;<NA>;24;6;1965;Mendoza, DR;1967-09-01T00:00:00;1;9;1967;PH;Philippines;<NA>;Santa Cruz, Guinayangan, Quezon.;<NA>;122.454;13.8971;<NA>;Botany;L1768680;L.1768680;Mendoza;Mendoza DR;Mendoza DR;PHL;ACCEPTED;Uvaria littoralis;https://ipni.org/n/75784-1;;;<NA>;;;<NA>;Mendoza, DR;serafin_2023-05-10_09-01-44;;;;<NA>;Mendoza, Demetrio R.;Indonesia, Philippines;<NA>;(Blume) Blume;;;Uvaria littoralis;True
Uvaria sorzogonensis C.Presl;Uvaria;littoralis;<NA>;Merrill, Elmer Drew;Merrill, ED Sp. Blanc. 1057 ;Merrill;1057;<NA>;<NA>;1;12;1916;<NA>;<NA>;<NA>;<NA>;<NA>;PH;Philippines;<NA>;Philippines, Alabat Island.;<NA>;122.031546;14.142456;<NA>;Botany;L1768682;L.1768682;Merrill;Merrill ED;;PHL;ACCEPTED;Uvaria littoralis;https://ipni.org/n/75784-1;;;<NA>;;;<NA>;Merrill, ED;serafin_2023-05-10_09-01-44;;;;<NA>;Merrill, Elmer Drew;China, Indonesia, Malaysia, New Caledonia, Papua New Guinea, Philippines, United States of America;http://en.wikipedia.org/wiki/Elmer_Drew_Merrill;(Blume) Blume;;;Uvaria littoralis;True
Uvaria littoralis (Blume) Blume;Uvaria;littoralis;<NA>;Merrill, Elmer Drew;1057;<NA>;1057;<NA>;<NA>;<NA>;12;1916;Turner, IM;<NA>;<NA>;<NA>;<NA>;PH;Philippines;<NA>;<NA>;<NA>;122.051667;14.117778;NHMUK;BOT;BM001121310;BM001121310;Merrill;Elmer Drew Merrill;Ian Mark Turner;PHL;ACCEPTED;Uvaria littoralis;https://ipni.org/n/75784-1;;;<NA>;;;<NA>;Merrill, ED;serafin_2023-05-10_09-01-44;;;;<NA>;Merrill, Elmer Drew;China, Indonesia, Malaysia, New Caledonia, Papua New Guinea, Philippines, United States of America;http://en.wikipedia.org/wiki/Elmer_Drew_Merrill;(Blume) Blume;;;Uvaria littoralis;True
Uvaria sorzogonensis C.Presl;Uvaria;littoralis;<NA>;Ramos, Maximo;Ramos, M BS 41188 ;Ramos;41188;<NA>;<NA>;1;9;1922;<NA>;<NA>;<NA>;<NA>;<NA>;PH;Philippines;<NA>;Philippines, Busuanga Island.;<NA>;119.918888;12.159444;<NA>;Botany;L1768679;L.1768679;Ramos;Ramos M;;PHL;ACCEPTED;Uvaria littoralis;https://ipni.org/n/75784-1;;;<NA>;;;<NA>;Ramos, M;serafin_2023-05-10_09-01-44;;;;<NA>;Ramos, Maximo;Malaysia, Philippines;<NA>;(Blume) Blume;;;Uvaria littoralis;True
Uvaria sorzogonensis C.Presl;Uvaria;littoralis;<NA>;Reynoso, Ernesto J.;"Reynoso, EJ; Romero, EM; Fuentes, RE PPI 1355 ";Reynoso;1355;<NA>;<NA>;10;9;1991;Pipoly, JJ;<NA>;<NA>;<NA>;<NA>;PH;Philippines;<NA>;Philippines, Island: Luzon, Province: Camarines Norte, Basud, Tuaca, Mt. Nilisan.;<NA>;122.962521;14.006367;<NA>;Botany;U1074910;U.1074910;Reynoso;"Reynoso EJ; Romero EM; Fuentes RE";Pipoly JJ;PHL;ACCEPTED;Uvaria littoralis;https://ipni.org/n/75784-1;;;<NA>;;;<NA>;Reynoso, EJ;serafin_2023-05-10_09-01-44;;;;<NA>;Reynoso, Ernesto J.;Philippines;<NA>;(Blume) Blume;;;Uvaria littoralis;True
Uvaria sorzogonensis C.Presl;Uvaria;littoralis;<NA>;Reynoso, Ernesto J.;Reynoso, EJ PNH 87740 ;Reynoso;87740;<NA>;<NA>;29;11;1963;Mendoza, DR;1964-02-01T00:00:00;1;2;1964;PH;Philippines;<NA>;Philippines, Palawan, Quezon, Tabon.;<NA>;117.9946;9.2388;<NA>;Botany;L1768683;L.1768683;Reynoso;Reynoso EJ;Mendoza DR;PHL;ACCEPTED;Uvaria littoralis;https://ipni.org/n/75784-1;;;<NA>;;;<NA>;Reynoso, EJ;serafin_2023-05-10_09-01-44;;;;<NA>;Reynoso, Ernesto J.;Philippines;<NA>;(Blume) Blume;;;Uvaria littoralis;True
Uvaria sorzogonensis C.Presl;Uvaria;littoralis;<NA>;Soejarto, Djaja Djendoel;"Soejarto, DD; et al.  8556 ";Soejarto;8556;<NA>;<NA>;24;6;1994;<NA>;<NA>;<NA>;<NA>;<NA>;PH;Philippines;<NA>;Palawan: Bataraza Municip., Bgy Rio Tuba, Bulanjao Range, at Gamayon, on road Rio Tuba - Sumbiling.;<NA>;117.383333;8.616667;<NA>;Botany;L1768685;L.1768685;Soejarto;"Soejarto DD; et al.";;PHL;ACCEPTED;Uvaria littoralis;https://ipni.org/n/75784-1;;;<NA>;;;<NA>;Soejarto, DD;serafin_2023-05-10_09-01-44;;;;<NA>;Soejarto, Djaja Djendoel;Colombia, Philippines;<NA>;(Blume) Blume;;;Uvaria littoralis;True
Uvaria sorzogonensis C.Presl;Uvaria;littoralis;<NA>;Stone, Benjamin Clemens Masterman;"Stone, BC; et al. PPI 3799 ";Stone;3799;<NA>;<NA>;25;11;1991;Pipoly, JJ;<NA>;<NA>;<NA>;<NA>;PH;Philippines;<NA>;Philippines, Island: Luzon, Province: Camarines Norte, Bicol National Park near Mt. Nacibal.;<NA>;122.966667;13.916667;<NA>;Botany;U1074911;U.1074911;Stone;"Stone BC; et al.";Pipoly JJ;PHL;ACCEPTED;Uvaria littoralis;https://ipni.org/n/75784-1;;;<NA>;;;<NA>;Stone, BC;serafin_2023-05-10_09-01-44;;;;<NA>;Stone, Benjamin Clemens Masterman;Malaysia;<NA>;(Blume) Blume;;;Uvaria littoralis;True
Uvaria ovalifolia Blume;Uvaria;littoralis;<NA>;Vidal;Vidal y Soler, S  948 ;Vidal;948;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;PH;Philippines;<NA>;Philippines, Marinduque.;<NA>;121.966944;13.401389;<NA>;Botany;L1768478;L.1768478;Vidal;Vidal y Soler S;;PHL;ACCEPTED;Uvaria littoralis;https://ipni.org/n/75784-1;;;<NA>;;;<NA>;Vidal;serafin_2023-05-10_09-01-44;;;;<NA>;Vidal;<NA>;<NA>;(Blume) Blume;;;Uvaria littoralis;True
Uvaria ovalifolia Blume;Uvaria;littoralis;<NA>;Whitford, Harry Nichols;Whitford, HN FB 19707 ;Whitford;19707;<NA>;<NA>;1;9;1912;<NA>;<NA>;<NA>;<NA>;<NA>;PH;Philippines;<NA>;Philippines, Luzon, Province of Laguna, Mt. Maquiling.;<NA>;121.19;14.135833;<NA>;Botany;L1768475;L.1768475;Whitford;Whitford HN;;PHL;ACCEPTED;Uvaria littoralis;https://ipni.org/n/75784-1;;;<NA>;;;<NA>;Whitford, HN;serafin_2023-05-10_09-01-44;;;;<NA>;Whitford, Harry Nichols;Brazil, Philippines, United States of America;<NA>;(Blume) Blume;;;Uvaria littoralis;True
Uvaria micrantha (A.DC.) Hook.f. & Thomson;Uvaria;micrantha;<NA>;Elmer, Adolph Daniel Edward;Elmer, ADE  17397 ;Elmer;17397;<NA>;<NA>;1;9;1916;<NA>;<NA>;<NA>;<NA>;<NA>;PH;Philippines;<NA>;Philippines, Irosin (Mt. Bulusan), Province of Sorsogon, Island of Luzon.;<NA>;124.038611;12.701388;<NA>;Botany;U1067841;U.1067841;Elmer;Elmer ADE;;PHL;ACCEPTED;Uvaria micrantha;https://ipni.org/n/75821-1;;;<NA>;;;<NA>;Elmer, ADE;serafin_2023-05-10_09-01-44;;;;<NA>;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;<NA>;(A.DC.) Hook.f. & Thomson;;;Uvaria micrantha;True
Uvaria micrantha (A.DC.) Hook.f. & Thomson;Uvaria;micrantha;<NA>;Elmer, Adolph Daniel Edward;Elmer, ADE  17397 ;Elmer;17397;<NA>;<NA>;1;9;1916;<NA>;<NA>;<NA>;<NA>;<NA>;PH;Philippines;<NA>;Philippines, Irosin (Mt. Bulusan), Province of Sorsogon, Island of Luzon.;<NA>;124.038611;12.701388;<NA>;Botany;L1768500;L.1768500;Elmer;Elmer ADE;;PHL;ACCEPTED;Uvaria micrantha;https://ipni.org/n/75821-1;;;<NA>;;;<NA>;Elmer, ADE;serafin_2023-05-10_09-01-44;;;;<NA>;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;<NA>;(A.DC.) Hook.f. & Thomson;;;Uvaria micrantha;True
Uvaria micrantha (A.DC.) Hook.f. & Thomson;Uvaria;micrantha;<NA>;Merrill, Elmer Drew;Merrill, ED  9271 ;Merrill;9271;<NA>;<NA>;1;5;1913;<NA>;<NA>;<NA>;<NA>;<NA>;PH;Philippines;<NA>;Philippines, Palawan, Taytay.;<NA>;119.517778;10.825;<NA>;Botany;L1768502;L.1768502;Merrill;Merrill ED;;PHL;ACCEPTED;Uvaria micrantha;https://ipni.org/n/75821-1;;;<NA>;;;<NA>;Merrill, ED;serafin_2023-05-10_09-01-44;;;;<NA>;Merrill, Elmer Drew;China, Indonesia, Malaysia, New Caledonia, Papua New Guinea, Philippines, United States of America;http://en.wikipedia.org/wiki/Elmer_Drew_Merrill;(A.DC.) Hook.f. & Thomson;;;Uvaria micrantha;True
Uvaria micrantha (A.DC.) Hook.f. & Thomson;Uvaria;micrantha;<NA>;Podzorski, AC;Podzorski, AC SMHI 2171 ;Podzorski;2171;<NA>;<NA>;29;5;1984;<NA>;<NA>;<NA>;<NA>;<NA>;PH;Philippines;<NA>;Palawan, Puerto Princessa municipality, Irawan River valley gead on lower slopes of Mt. Beaufort;<NA>;118.735278;9.739167;<NA>;Botany;L1768499;L.1768499;Podzorski;Podzorski AC;;PHL;ACCEPTED;Uvaria micrantha;https://ipni.org/n/75821-1;;;<NA>;;;<NA>;Podzorski, AC;serafin_2023-05-10_09-01-44;;;;<NA>;Podzorski, AC;<NA>;<NA>;(A.DC.) Hook.f. & Thomson;;;Uvaria micrantha;True
Uvaria micrantha (A.DC.) Hook.f. & Thomson;Uvaria;micrantha;<NA>;Ramos, Maximo;Ramos, M BS 41225 ;Ramos;41225;<NA>;<NA>;1;9;1922;<NA>;<NA>;<NA>;<NA>;<NA>;PH;Philippines;<NA>;Philippines, Busuanga Island.;<NA>;119.918888;12.159444;<NA>;Botany;L1768501;L.1768501;Ramos;Ramos M;;PHL;ACCEPTED;Uvaria micrantha;https://ipni.org/n/75821-1;;;<NA>;;;<NA>;Ramos, M;serafin_2023-05-10_09-01-44;;;;<NA>;Ramos, Maximo;Malaysia, Philippines;<NA>;(A.DC.) Hook.f. & Thomson;;;Uvaria micrantha;True
Uvaria micrantha (A.DC.) Hook.f. & Thomson;Uvaria;micrantha;<NA>;Ridsdale, Colin Ernest;Ridsdale, CE SMHI 1866 ;Ridsdale;1866;<NA>;<NA>;29;5;1984;<NA>;<NA>;<NA>;<NA>;<NA>;PH;Philippines;<NA>;<NA>;<NA>;118.7;9.783333;<NA>;Botany;L1768560;L.1768560;Ridsdale;Ridsdale CE;;PHL;ACCEPTED;Uvaria micrantha;https://ipni.org/n/75821-1;;;<NA>;;;<NA>;Ridsdale, CE;serafin_2023-05-10_09-01-44;;;;<NA>;Ridsdale, Colin Ernest;Papua New Guinea, Philippines;<NA>;(A.DC.) Hook.f. & Thomson;;;Uvaria micrantha;True
Uvaria micrantha (A.DC.) Hook.f. & Thomson;Uvaria;micrantha;<NA>;Ridsdale, Colin Ernest;Ridsdale, CE SMHI 1866 ;Ridsdale;1866;<NA>;<NA>;29;5;1984;<NA>;<NA>;<NA>;<NA>;<NA>;PH;Philippines;<NA>;<NA>;<NA>;118.7;9.783333;<NA>;Botany;L1768559;L.1768559;Ridsdale;Ridsdale CE;;PHL;ACCEPTED;Uvaria micrantha;https://ipni.org/n/75821-1;;;<NA>;;;<NA>;Ridsdale, CE;serafin_2023-05-10_09-01-44;;;;<NA>;Ridsdale, Colin Ernest;Papua New Guinea, Philippines;<NA>;(A.DC.) Hook.f. & Thomson;;;Uvaria micrantha;True
Uvaria micrantha (A.DC.) Hook.f. & Thomson;Uvaria;micrantha;<NA>;Ridsdale, Colin Ernest;Ridsdale, CE SMHI 1866 ;Ridsdale;1866;<NA>;<NA>;29;5;1984;<NA>;<NA>;<NA>;<NA>;<NA>;PH;Philippines;<NA>;<NA>;<NA>;118.7;9.783333;<NA>;Botany;L1768561;L.1768561;Ridsdale;Ridsdale CE;;PHL;ACCEPTED;Uvaria micrantha;https://ipni.org/n/75821-1;;;<NA>;;;<NA>;Ridsdale, CE;serafin_2023-05-10_09-01-44;;;;<NA>;Ridsdale, Colin Ernest;Papua New Guinea, Philippines;<NA>;(A.DC.) Hook.f. & Thomson;;;Uvaria micrantha;True
Uvaria micrantha (A.DC.) Hook.f. & Thomson;Uvaria;micrantha;<NA>;Ridsdale, Colin Ernest;Ridsdale, CE SMHI 1866 ;Ridsdale;1866;<NA>;<NA>;29;5;1984;<NA>;<NA>;<NA>;<NA>;<NA>;PH;Philippines;<NA>;<NA>;<NA>;118.7;9.783333;<NA>;Botany;L0197197;L  0197197;Ridsdale;Ridsdale CE;;PHL;ACCEPTED;Uvaria micrantha;https://ipni.org/n/75821-1;;;<NA>;;;<NA>;Ridsdale, CE;serafin_2023-05-10_09-01-44;;;;<NA>;Ridsdale, Colin Ernest;Papua New Guinea, Philippines;<NA>;(A.DC.) Hook.f. & Thomson;;;Uvaria micrantha;True
Uvaria micrantha (A.DC.) Hook.f. & Thomson;Uvaria;micrantha;<NA>;Soejarto, Djaja Djendoel;"Soejarto, DD; et al.  6407 ";Soejarto;6407;<NA>;<NA>;4;4;1989;<NA>;<NA>;<NA>;<NA>;<NA>;PH;Philippines;<NA>;"Philippines, Palawan: Municipality Puerto Princesa, Irawan river valley, base of Mt. Beaufort, Tatanarom9.51N; 118.37E";<NA>;118.616667;9.85;<NA>;Botany;L1768562;L.1768562;Soejarto;"Soejarto DD; et al.";;PHL;ACCEPTED;Uvaria micrantha;https://ipni.org/n/75821-1;;;<NA>;;;<NA>;Soejarto, DD;serafin_2023-05-10_09-01-44;;;;<NA>;Soejarto, Djaja Djendoel;Colombia, Philippines;<NA>;(A.DC.) Hook.f. & Thomson;;;Uvaria micrantha;True
Uvaria micrantha (A.DC.) Hook.f. & Thomson;Uvaria;micrantha;<NA>;Soejarto, Djaja Djendoel;"Soejarto, DD; Reynoso, EJ  6242 ";Soejarto;6242;<NA>;<NA>;30;7;1988;<NA>;<NA>;<NA>;<NA>;<NA>;PH;Philippines;<NA>;Philippines, Palawan island, Municip. Puerto Princesa, Takdua Zigzag, 35-40km from Puerto Princesa;<NA>;118.7;9.616667;<NA>;Botany;L1768498;L.1768498;Soejarto;"Soejarto DD; Reynoso EJ";;PHL;ACCEPTED;Uvaria micrantha;https://ipni.org/n/75821-1;;;.con;;;<NA>;Soejarto, DD;serafin_2023-05-10_09-01-44;;;;<NA>;Soejarto, Djaja Djendoel;Colombia, Philippines;<NA>;(A.DC.) Hook.f. & Thomson;;;Uvaria micrantha;False
Uvaria micrantha (A.DC.) Hook.f. & Thomson;Uvaria;micrantha;<NA>;Soejarto, Djaja Djendoel;"Soejarto, DD; et al.  8551 ";Soejarto;8551;<NA>;<NA>;24;6;1994;<NA>;<NA>;<NA>;<NA>;<NA>;PH;Philippines;<NA>;Palawan: Bataraza Municip., Bgy Rio Tuba, Bulanjao Range, at Gamayon, on road Rio Tuba - Sumbiling.;<NA>;117.383333;8.616667;<NA>;Botany;L1768563;L.1768563;Soejarto;"Soejarto DD; et al.";;PHL;ACCEPTED;Uvaria micrantha;https://ipni.org/n/75821-1;;;<NA>;;;<NA>;Soejarto, DD;serafin_2023-05-10_09-01-44;;;;<NA>;Soejarto, Djaja Djendoel;Colombia, Philippines;<NA>;(A.DC.) Hook.f. & Thomson;;;Uvaria micrantha;True
Uvaria scandens C.B.Rob.;Uvaria;monticola;<NA>;Elmer, Adolph Daniel Edward;Elmer, ADE  17640 ;Elmer;17640;<NA>;<NA>;1;6;1917;<NA>;<NA>;<NA>;<NA>;<NA>;PH;Philippines;<NA>;Philippines, Los Baños ( Mt. Maquiling), Province of Laguna, Island of Luzon.;<NA>;121.2256;14.1789;<NA>;Botany;U1074906;U.1074906;Elmer;Elmer ADE;;PHL;ACCEPTED;Uvaria monticola;https://ipni.org/n/75839-1;;;<NA>;;;<NA>;Elmer, ADE;serafin_2023-05-10_09-01-44;;;;<NA>;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;<NA>;Miq.;;;Uvaria monticola;True
Uvaria scandens C.B.Rob.;Uvaria;monticola;<NA>;Elmer, Adolph Daniel Edward;Elmer, ADE  13273 ;Elmer;13273;<NA>;<NA>;1;7;1912;<NA>;<NA>;<NA>;<NA>;<NA>;PH;Philippines;<NA>;Philippines, Cabadbaran (Mt. Urdaneta), Province of Agusan, Island of Mindanao.;<NA>;125.534444;9.123611;<NA>;Botany;U1074907;U.1074907;Elmer;Elmer ADE;;PHL;ACCEPTED;Uvaria monticola;https://ipni.org/n/75839-1;;;<NA>;;;<NA>;Elmer, ADE;serafin_2023-05-10_09-01-44;;;;<NA>;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;<NA>;Miq.;;;Uvaria monticola;True
Uvaria scandens C.B.Rob.;Uvaria;monticola;<NA>;Elmer, Adolph Daniel Edward;Elmer, ADE  14212 ;Elmer;14212;<NA>;<NA>;1;10;1912;<NA>;<NA>;<NA>;<NA>;<NA>;PH;Philippines;<NA>;Philippines, Cabadbaran (Mt. Urdaneta), Province of Agusan, Island of Mindanao.;<NA>;125.534444;9.123611;<NA>;Botany;L1768710;L.1768710;Elmer;Elmer ADE;;PHL;ACCEPTED;Uvaria monticola;https://ipni.org/n/75839-1;;;<NA>;;;<NA>;Elmer, ADE;serafin_2023-05-10_09-01-44;;;;<NA>;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;<NA>;Miq.;;;Uvaria monticola;True
Uvaria scandens C.B.Rob.;Uvaria;monticola;<NA>;Elmer, Adolph Daniel Edward;Elmer, ADE  13273 ;Elmer;13273;<NA>;<NA>;1;7;1912;<NA>;<NA>;<NA>;<NA>;<NA>;PH;Philippines;<NA>;Philippines, Cabadbaran (Mt. Urdaneta), Province of Agusan, Island of Mindanao.;<NA>;125.534444;9.123611;<NA>;Botany;L1768711;L.1768711;Elmer;Elmer ADE;;PHL;ACCEPTED;Uvaria monticola;https://ipni.org/n/75839-1;;;<NA>;;;<NA>;Elmer, ADE;serafin_2023-05-10_09-01-44;;;;<NA>;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;<NA>;Miq.;;;Uvaria monticola;True
Uvaria scandens C.B.Rob.;Uvaria;monticola;<NA>;Elmer, Adolph Daniel Edward;Elmer, ADE  17640 ;Elmer;17640;<NA>;<NA>;1;6;1917;<NA>;<NA>;<NA>;<NA>;<NA>;PH;Philippines;<NA>;Philippines, Los Baños ( Mt. Maquiling), Province of Laguna, Island of Luzon.;<NA>;121.2256;14.1789;<NA>;Botany;L1768708;L.1768708;Elmer;Elmer ADE;;PHL;ACCEPTED;Uvaria monticola;https://ipni.org/n/75839-1;;;<NA>;;;<NA>;Elmer, ADE;serafin_2023-05-10_09-01-44;;;;<NA>;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;<NA>;Miq.;;;Uvaria monticola;True
