scientific_name;genus;country_id;locality;ddlat;ddlong;recorded_by;colnum_full;col_day;col_month;col_year;det_by;det_date;institute;herbarium_code;orig_bc;specificEpithet;species_author;collector_id;prefix;sufix;col_date;det_day;det_month;det_year;country;continent;coordinate_id;huh_name;geo_col;wiki_url;barcode;colnum;specific_epithet;orig_recby;orig_detby
Alphonsea Hook.f. & Thomson;Alphonsea;ID;"Indonesia, Sumatra, Tigapulu Mts., Riau Province, 5 km W. of Talanglakat on Rengat-Jambi Road, Bukit Karampal area, G. Lancang ridge102.32E; 0.46S";-0.766667;102.533333;Burley, JS;"Burley, JS; et al.  1937 ";6;12;1988;Kessler, PJA;1997-06-01T00:00:00;<NA>;Botany;L.1744814;0;0;0;Burley;;0;1;6;1997;0;0;0;0;0;0;L1744814;1937;;"Burley JS; et al.";Kessler PJA
Anaxagorea A.St.-Hil.;Anaxagorea;ID;Kalimantan Barat. Ketapang. Gunung Palung National Park, Sungai Air Putih.;-1.866666;109.983333;Laman, TG;"Laman, TG; et al.  302 ";4;11;1996;Ismail;<NA>;<NA>;Botany;L.1744499;0;0;0;Laman;;0;;;;0;0;0;0;0;0;L1744499;302;;"Laman TG; et al.";Ismail
Anaxagorea borneensis (Becc.) J.Sinclair;Anaxagorea;ID;"Indonesia, Borneo, C. Kalimantan, Sintang, HPH km 70, NE of camp along main logging road and environs. Growing in open disturbed area, 100 m0.51S; 112.13E";-0.85;112.216667;Church, AC;"Church, AC; et al.  725 ";7;4;1994;Church, AC;1994-08-01T00:00:00;<NA>;Botany;L.1744738;0;0;0;Church;;0;1;8;1994;0;0;0;0;0;0;L1744738;725;borneensis;"Church AC; et al.";Church AC
Alphonsea javanica Scheff.;Alphonsea;ID;Sumatura Bangka Isl.;-2.25;106.0;Okada, H;Okada, H  3459 ;6;7;1981;Kessler, PJA;1990-01-01T00:00:00;<NA>;Botany;L.1744394;0;0;0;Okada;;0;1;1;1990;0;0;0;0;0;0;L1744394;3459;javanica;Okada H;Kessler PJA
Alphonsea javanica Scheff.;Alphonsea;ID;Insula Celebes, Provincia Minahassa.;1.0;124.583333;Koorders, SH;Koorders, SH  15979 ;;;;Kessler, PJA;1990-02-01T00:00:00;<NA>;Botany;L.1744418;0;0;0;Koorders;;0;1;2;1990;0;0;0;0;0;0;L1744418;15979;javanica;Koorders SH;Kessler PJA
Anaxagorea borneensis (Becc.) J.Sinclair;Anaxagorea;ID;East Borneo, West Kutei, along Belajan River, near Tabang;0.566666;116.033333;Kostermans, AJGH;Kostermans, AJGH  12685 ;23;8;1956;Kessler, PJA;1987-10-01T00:00:00;<NA>;Botany;L.1744734;0;0;0;Kostermans;;0;1;10;1987;0;0;0;0;0;0;L1744734;12685;borneensis;Kostermans AJGH;Kessler PJA
Anaxagorea luzonensis A.Gray;Anaxagorea;ID;Archipel. Ind. N Seran, Z v. Lisabata [Seram];-3.0;129.0;Rutten, LMR;Rutten, LMR  2100 ;20;2;1919;Benthem, FDJ van;<NA>;<NA>;Botany;L.1744540;0;0;0;Rutten;;0;;;;0;0;0;0;0;0;L1744540;2100;luzonensis;Rutten LMR;Benthem FDJ van
Anaxagorea javanica Blume;Anaxagorea;ID;Borneo, Central Kalimantan, Bukit Raya and uppeer Katingan (Mendawai) River area, upper Sambaa river, 60-80km NNW of Tumbang Samba, Base camp Tumbang Riang.;-0.833333;112.833333;Mogea, JP;"Mogea, JP; Wilde, WJJO de  3586 ";23;11;1982;Kessler, PJA;1994-05-01T00:00:00;<NA>;Botany;L.1744654;0;0;0;Mogea;;0;1;5;1994;0;0;0;0;0;0;L1744654;3586;javanica;"Mogea JP; Wilde WJJO de";Kessler PJA
Alphonsea Hook.f. & Thomson;Alphonsea;ID;East Kalimantan, Berau district, km 2 from Labanan to Tanjung Redeb.;1.981733;117.25115;Slik, JWF;Slik, JWF BE2/ 368 ;6;5;1997;Slik, JWF;2002-11-29T00:00:00;<NA>;Botany;L.1744756;0;0;0;Slik;;0;29;11;2002;0;0;0;0;0;0;L1744756;2;;Slik JWF;Slik JWF
Anaxagorea A.St.-Hil.;Anaxagorea;ID;"Indonesia, Sulawesi Tengah, inland from Batui and Seseba on Batui rivers, at Totop camp, 2 hrs upriver from Sinsing1.09 S; 122.31 E; 180 m alt.";-1.15;122.516667;Coode, MJE;Coode, MJE  6026 ;19;10;1989;Kessler, PJA;1998-08-01T00:00:00;<NA>;Botany;L.1744777;0;0;0;Coode;;0;1;8;1998;0;0;0;0;0;0;L1744777;6026;;Coode MJE;Kessler PJA
Artabotrys hirtipes Ridl.;Artabotrys;ID;"Indonesia, Kalimantan Tengah, Sintang, HPH km 84-87 north of camp along Sungai Posang and surrounding environs0.49258S; 112.03388E";-0.816667;112.05;Church, AC;"Church, AC; et al.  1244 ";30;4;1994;Turner, IM;2008-11-01T00:00:00;<NA>;Botany;L.1744832;0;0;0;Church;;0;1;11;2008;0;0;0;0;0;0;L1744832;1244;hirtipes;"Church AC; et al.";Turner IM
Artabotrys gracilis King;Artabotrys;ID;"Sumatra, East coast, Adian Rindang, Asahan, vicinity of Hoeta Tomoean Dolok (Toemoean Dolok); north center of topographic sheet 29.";3.0285;99.865;Boeea, RS;Rahmat Si Boeea  8781 ;17;11;1935;Turner, IM;2010-03-01T00:00:00;<NA>;Botany;L.1744916;0;0;0;Rahmat;;0;1;3;2010;0;0;0;0;0;0;L1744916;8781;gracilis;Rahmat Si Boeea;Turner IM
Anaxagorea javanica Blume;Anaxagorea;ID;"Indonesia, Borneo, W. Kalimantan, Serawai, Sungai Merah, 1 km to SW of camp around along ridge; old Gaharutrail and surrounding environs.0.33S; 112.37E";-0.55;112.616667;Church, AC;"Church, AC; Mahyar, UW  1991 ";15;2;1995;Kessler, PJA;1997-06-01T00:00:00;<NA>;Botany;L.1744652;0;0;0;Church;;0;1;6;1997;0;0;0;0;0;0;L1744652;1991;javanica;"Church AC; Mahyar UW";Kessler PJA
Anaxagorea javanica var. tripetala Corner;Anaxagorea;ID;Inhutani 1 concession area, Labanan, near camp km 35;2.15;117.466667;Kessler, PJA;"Kessler, PJA; et al. Berau 1562 ";3;3;2000;Kessler, PJA;2000-03-01T00:00:00;<NA>;Botany;L.1744619;0;0;0;Kessler;;0;1;3;2000;0;0;0;0;0;0;L1744619;1562;javanica;"Kessler PJA; et al.";Kessler PJA
Anaxagorea A.St.-Hil.;Anaxagorea;ID;East Kalimantan, Taman Nasional Kutai area, Sangatta to Bontang.;-1.0;117.0;Ambriansyah;"Ambriansyah; Arifin, Z AA 1344 ";14;9;1995;Ambriansyah;1995-09-01T00:00:00;<NA>;Botany;L.1744505;0;0;0;Ambriansyah;;0;1;9;1995;0;0;0;0;0;0;L1744505;1344;;"Ambriansyah; Arifin Z";Ambriansyah
Anaxagorea A.St.-Hil.;Anaxagorea;ID;Atjeh province, Sumatra, Indonesia, Kloët nature reserve, S. Kloët, along the Krung (=river) Lembang/ vicinity of Pucuk Lembang.;3.083333;97.416667;Wilde, WJJO de;"Wilde, WJJO de; Wilde-Duyfjes, BEE de  19925 ";11;7;1985;nan;<NA>;<NA>;Botany;L.1744488;0;0;0;Wilde;;0;;;;0;0;0;0;0;0;L1744488;19925;;"Wilde WJJO de; Wilde-Duyfjes BEE de";<NA>
Alphonsea Hook.f. & Thomson;Alphonsea;ID;E. Seram: Vicinity of Sungai (River) Bula Air and Gunung (Mt.) Sentoten, 8km south of Bula, Kecamatan (District) Bula.;-3.183333;130.516667;Kato, M;"Kato, M; et al. C- 7889 ";28;2;1985;Kessler, PJA;1995-07-01T00:00:00;<NA>;Botany;L.1744780;0;0;0;Kato;;0;1;7;1995;0;0;0;0;0;0;L1744780;7889;;"Kato M; et al.";Kessler PJA
Anaxagorea javanica var. tripetala Corner;Anaxagorea;ID;East Borneo, Berouw, Mt. Ilas Marpulu.;1.75;117.5;Kostermans, AJGH;Kostermans, AJGH  14010 ;22;9;1957;Benthem, FDJ van;<NA>;<NA>;Botany;L.1744625;0;0;0;Kostermans;;0;;;;0;0;0;0;0;0;L1744625;14010;javanica;Kostermans AJGH;Benthem FDJ van
Anaxagorea javanica Blume;Anaxagorea;ID;Borneo, Bukit Raya;-0.75;112.783333;Nooteboom, HP;Nooteboom, HP  4176 ;5;12;1982;Kessler, PJA;1995-07-01T00:00:00;<NA>;Botany;L.1744667;0;0;0;Nooteboom;;0;1;7;1995;0;0;0;0;0;0;L1744667;4176;javanica;Nooteboom HP;Kessler PJA
Alphonsea Hook.f. & Thomson;Alphonsea;ID;"Indonesia, Sumatra, Tigapulu Mts., Riau Province, 5 km W. of Talanglakat on Rengat-Jambi Road, Bukit Karampal area, G. Lolongan kayu ridge102.32E; 0.46S";-0.766667;102.533333;Burley, JS;"Burley, JS; et al.  1929 ";3;12;1988;Kessler, PJA;1997-06-01T00:00:00;<NA>;Botany;L.1744813;0;0;0;Burley;;0;1;6;1997;0;0;0;0;0;0;L1744813;1929;;"Burley JS; et al.";Kessler PJA
Anaxagorea A.St.-Hil.;Anaxagorea;ID;Gunung Hujan, 60 km east of Calang, West Aceh, Sumatra.;4.0;97.0;Laumonier, Y;Laumonier, Y  6917 ;9;3;1986;nan;<NA>;<NA>;Botany;L.1744486;0;0;0;Laumonier;;0;;;;0;0;0;0;0;0;L1744486;6917;;Laumonier Y;<NA>
Artabotrys hirtipes Ridl.;Artabotrys;ID;"Indonesia, Kalimantan Tengah, Sintang, HPH km 84-87 north of camp along Sungai Posang and surrounding environs0.49258S; 112.03388E";-0.816667;112.05;Church, AC;"Church, AC; et al.  1244 ";30;4;1994;Turner, IM;2008-11-01T00:00:00;<NA>;Botany;L.1744833;0;0;0;Church;;0;1;11;2008;0;0;0;0;0;0;L1744833;1244;hirtipes;"Church AC; et al.";Turner IM
Anaxagorea javanica var. tripetala Corner;Anaxagorea;ID;Indonesia, Borneo, Kalimantan Timur, Berau, P.T. Inhutani I logging area, near km 35, camp BFMP;1.883333;117.183333;Kessler, PJA;"Kessler, PJA; Arbainsyah Berau 1355 ";13;10;1998;Kessler, PJA;1998-10-01T00:00:00;<NA>;Botany;L.1744617;0;0;0;Kessler;;0;1;10;1998;0;0;0;0;0;0;L1744617;1355;javanica;"Kessler PJA; Arbainsyah";Kessler PJA
Alphonsea javanica Scheff.;Alphonsea;ID;East Kalimantan, Berau, road Km 39 from Labanan.;2.1;117.316667;Arifin, Z;"Arifin, Z; Ambriansyah Berau 1557 ";19;5;1990;Turner, IM;2008-11-01T00:00:00;<NA>;Botany;L.1744451;0;0;0;Arifin;;0;1;11;2008;0;0;0;0;0;0;L1744451;1557;javanica;"Arifin Z; Ambriansyah";Turner IM
Alphonsea Hook.f. & Thomson;Alphonsea;ID;Borneo. Kalimnatan Barat. Ketapang. Gunung Palung National Park, Cabang Panti Research Site.;-1.866666;109.983333;Laman, TG;"Laman, TG; et al.  96 ";23;10;1996;Kessler, PJA;1998-08-01T00:00:00;<NA>;Botany;L.1744764;0;0;0;Laman;;0;1;8;1998;0;0;0;0;0;0;L1744764;96;;"Laman TG; et al.";Kessler PJA
Alphonsea johorensis J.Sinclair;Alphonsea;ID;Borneo, Kalteng. Samba. 1994-1995 cutting blocks of PT Handiyani.;-0.716667;112.833333;Jarvie, JK;"Jarvie, JK; Ruskandi, A  5255 ";25;1;1995;Turner, IM;2008-11-01T00:00:00;<NA>;Botany;L.1744406;0;0;0;Jarvie;;0;1;11;2008;0;0;0;0;0;0;L1744406;5255;johorensis;"Jarvie JK; Ruskandi A";Turner IM
Anaxagorea javanica Blume;Anaxagorea;ID;Borneo, Bukit Raya;-0.75;112.783333;Nooteboom, HP;Nooteboom, HP  4003 ;26;11;1982;Kessler, PJA;1995-07-01T00:00:00;<NA>;Botany;L.1744664;0;0;0;Nooteboom;;0;1;7;1995;0;0;0;0;0;0;L1744664;4003;javanica;Nooteboom HP;Kessler PJA
Alphonsea javanica Scheff.;Alphonsea;ID;C. Sulawesi, S. of Tongoa.;-1.166667;120.166667;Johansson, JT;"Johansson, JT; Nybom, H; Riebe, S  537 ";;;;Kessler, PJA;1990-02-01T00:00:00;<NA>;Botany;L.1744419;0;0;0;Johansson;;0;1;2;1990;0;0;0;0;0;0;L1744419;537;javanica;"Johansson JT; Nybom H; Riebe S";Kessler PJA
Anaxagorea javanica var. tripetala Corner;Anaxagorea;ID;East Borneo, Sangkulirang region, Sg. Mandu.;1.066667;116.65;Kostermans, AJGH;Kostermans, AJGH  13235 ;27;7;1957;nan;<NA>;<NA>;Botany;L.1744626;0;0;0;Kostermans;;0;;;;0;0;0;0;0;0;L1744626;13235;javanica;Kostermans AJGH;<NA>
Alphonsea javanica Scheff.;Alphonsea;ID;Java, Banjoemas, Noeskembangan.;-7.751111;108.948611;Koorders, SH;Koorders, SH  24816 ;30;9;1896;Kessler, PJA;1990-02-01T00:00:00;<NA>;Botany;L.1744448;0;0;0;Koorders;;0;1;2;1990;0;0;0;0;0;0;L1744448;24816;javanica;Koorders SH;Kessler PJA
Alphonsea malayana Kessler;Alphonsea;ID;Kedah. G. Inas FR., compt. 8, Sungei Kupang.;-10.1667;123.5833;Whitmore, TC;Whitmore, TC KEP FRI 4687 ;8;2;1968;Turner, IM;2014-08-01T00:00:00;<NA>;Botany;L.1744309;0;0;0;Whitmore;;0;1;8;2014;0;0;0;0;0;0;L1744309;4687;malayana;Whitmore TC;Turner IM
Alphonsea javanica Scheff.;Alphonsea;ID;East Kalimantan, Road Balikpapan-Samarindda, km 40, Bukit Soeharto, right side.;-1.0;117.0;Ambriansyah;"Ambriansyah; Arifin, Z AA 398 ";30;1;1992;Kessler, PJA;1982-01-01T00:00:00;<NA>;Botany;L.1744464;0;0;0;Ambriansyah;;0;1;1;1982;0;0;0;0;0;0;L1744464;398;javanica;"Ambriansyah; Arifin Z";Kessler PJA
Anaxagorea luzonensis A.Gray;Anaxagorea;ID;Archipel. Ind. W Seran, W Kawa;-2.933333;128.15;Rutten, LMR;Rutten, LMR  1896 ;15;11;1918;Benthem, FDJ van;<NA>;<NA>;Botany;L.1744532;0;0;0;Rutten;;0;;;;0;0;0;0;0;0;L1744532;1896;luzonensis;Rutten LMR;Benthem FDJ van
Alphonsea Hook.f. & Thomson;Alphonsea;ID;Ceram: c.5km ENE of Mahariki on River (Wae) Noa;-3.233333;128.983333;Burley, JS;"Burley, JS; et al.  4389 ";12;12;1990;Kessler, PJA;1995-06-01T00:00:00;<NA>;Botany;L.1744782;0;0;0;Burley;;0;1;6;1995;0;0;0;0;0;0;L1744782;4389;;"Burley JS; et al.";Kessler PJA
Anaxagorea luzonensis A.Gray;Anaxagorea;ID;Desa TombolilatoKec. Bone Pantai, Kab. gorontalo.Sulawesi Utara;0.5606;123.68;Afriastini, JJ;"Afriastini, JJ; Rohajawati  2976 ";30;12;1994;Kessler, PJA;<NA>;<NA>;Botany;L.1744530;0;0;0;Afriastini;;0;;;;0;0;0;0;0;0;L1744530;2976;luzonensis;"Afriastini JJ; Rohajawati";Kessler PJA
Alphonsea javanica Scheff.;Alphonsea;ID;Indonesia. Insula Celebes. Provincia Minahassa.;1.0;124.583333;Koorders, SH;Koorders, SH  16029 B;;;;Kessler, PJA;2001-12-01T00:00:00;<NA>;Botany;L.1744428;0;0;0;Koorders;B;0;1;12;2001;0;0;0;0;0;0;L1744428;16029;javanica;Koorders SH;Kessler PJA
Alphonsea Hook.f. & Thomson;Alphonsea;ID;Borneo, Bukit Raya;-0.75;112.783333;Nooteboom, HP;Nooteboom, HP  4928 ;6;2;1983;nan;<NA>;<NA>;Botany;L.1744754;0;0;0;Nooteboom;;0;;;;0;0;0;0;0;0;L1744754;4928;;Nooteboom HP;<NA>
Anaxagorea luzonensis A.Gray;Anaxagorea;ID;N Moluccas, Bacan Isl., near Amasing Kali;-0.583333;127.466667;Vogel, EF de;Vogel, EF de  3907 ;5;11;1974;nan;<NA>;<NA>;Botany;L.1744538;0;0;0;Vogel;;0;;;;0;0;0;0;0;0;L1744538;3907;luzonensis;Vogel EF de;<NA>
Anaxagorea javanica var. tripetala Corner;Anaxagorea;ID;"East Borneo; E. Kutei. G. Tepian Lobang on Menubar R.";0.833333;118.483333;Kostermans, AJGH;Kostermans, AJGH  5329 ;19;6;1951;Benthem, FDJ van;<NA>;<NA>;Botany;L.1744623;0;0;0;Kostermans;;0;;;;0;0;0;0;0;0;L1744623;5329;javanica;Kostermans AJGH;Benthem FDJ van
Anaxagorea A.St.-Hil.;Anaxagorea;ID;East Kalimantan, P.T. Inhutani I Berau area. Along road km 37 from Desa Labanan to Desa Kelai.;1.933333;117.233333;Sidiyasa, K;"Sidiyasa, K; et al. Berau 1292 ";19;5;1998;Sidiyasa, K;1998-05-01T00:00:00;<NA>;Botany;L.1744651;0;0;0;Sidiyasa;;0;1;5;1998;0;0;0;0;0;0;L1744651;1292;;"Sidiyasa K; et al.";Sidiyasa K
Anaxagorea luzonensis A.Gray;Anaxagorea;ID;Archip. Ind. Molukken, Batjan;-0.622454;127.537522;Boerlage, JG;Boerlage, JG  s.n. ;12;8;1900;Benthem, FDJ van;<NA>;<NA>;Botany;L.1744533;0;0;0;Boerlage;;0;;;;0;0;0;0;0;0;L1744533;nan;luzonensis;Boerlage JG;Benthem FDJ van
Artabotrys polygynus Miq.;Artabotrys;ID;East Kalimantan, P.T. ITCI, road Kenangan to sepaku I, km 57, Jl. 2500.;-1.083333;116.7;Kessler, PJA;"Kessler, PJA; et al.  1024 ";29;3;1995;Chen, J;2015-05-12T00:00:00;<NA>;Botany;L.1744914;0;0;0;Kessler;;0;12;5;2015;0;0;0;0;0;0;L1744914;1024;polygynus;"Kessler PJA; et al.";Chen J
Anaxagorea A.St.-Hil.;Anaxagorea;ID;Borneo, W. Kalimantan, Serawai, 3km south of Nanga Jelundung. Growing beside Sungai Serawai.;-0.483333;112.533333;Church, AC;"Church, AC; et al.  2765 ";29;10;1995;nan;<NA>;<NA>;Botany;L.1744516;0;0;0;Church;;0;;;;0;0;0;0;0;0;L1744516;2765;;"Church AC; et al.";<NA>
Anaxagorea A.St.-Hil.;Anaxagorea;ID;Borneo, Kalimantan Barat. Ketpang. Gunung Palung National Park. Cabang Panti research Site.;-1.866666;109.983333;Laman, TG;"Laman, TG; et al.  973 ";22;3;1997;Ismail;<NA>;<NA>;Botany;L.1744500;0;0;0;Laman;;0;;;;0;0;0;0;0;0;L1744500;973;;"Laman TG; et al.";Ismail
Anaxagorea A.St.-Hil.;Anaxagorea;ID;Central Kalimantan, BCT area, within nursery area.;-1.7;112.433333;Kessler, PJA;"Kessler, PJA; et al.  1532 ";28;10;1996;Kessler, PJA;1996-10-01T00:00:00;<NA>;Botany;L.1744510;0;0;0;Kessler;;0;1;10;1996;0;0;0;0;0;0;L1744510;1532;;"Kessler PJA; et al.";Kessler PJA
Anaxagorea luzonensis A.Gray;Anaxagorea;ID;Bacan, Maluku Utara, Waya Mega, Kec. Labuha [Bacan];-0.616667;127.483333;Ramlanto;Ramlanto  906 ;29;8;1986;Ramlanto;<NA>;<NA>;Botany;L.1744534;0;0;0;Ramlanto;;0;;;;0;0;0;0;0;0;L1744534;906;luzonensis;Ramlanto;Ramlanto
Alphonsea javanica Scheff.;Alphonsea;ID;Java, Banjoemas, Noeskembangan.;-7.751111;108.948611;Koorders, SH;Koorders, SH  20293 ;2;10;1895;nan;<NA>;<NA>;Botany;L.1744449;0;0;0;Koorders;;0;;;;0;0;0;0;0;0;L1744449;20293;javanica;Koorders SH;<NA>
Artabotrys hirtipes Ridl.;Artabotrys;ID;"Indonesia, West Kalimantan, Serawai, 8 km NE of Desa Jelundung, Batu Lintang. 1.5 km NE of camp along hunting trails towards small mountain, Cagar Alam.0.30579S; 112.36071E";-0.5;112.6;Church, AC;"Church, AC; et al.  1740 ";3;2;1995;Turner, IM;2008-11-01T00:00:00;<NA>;Botany;L.1744830;0;0;0;Church;;0;1;11;2008;0;0;0;0;0;0;L1744830;1740;hirtipes;"Church AC; et al.";Turner IM
Anaxagorea javanica Blume;Anaxagorea;ID;Borneo, Bukit Raya;-0.75;112.783333;Nooteboom, HP;Nooteboom, HP  4003 ;26;11;1982;Kessler, PJA;1995-07-01T00:00:00;<NA>;Botany;L.1744665;0;0;0;Nooteboom;;0;1;7;1995;0;0;0;0;0;0;L1744665;4003;javanica;Nooteboom HP;Kessler PJA
Anaxagorea A.St.-Hil.;Anaxagorea;ID;Sumatra, prov. Lampung, NW of Kota Agung.;-5.383333;104.416667;Jacobs, M;Jacobs, M  8332 ;11;5;1968;Kessler, PJA;1988-07-01T00:00:00;<NA>;Botany;L.1744485;0;0;0;Jacobs;;0;1;7;1988;0;0;0;0;0;0;L1744485;8332;;Jacobs M;Kessler PJA
Anaxagorea A.St.-Hil.;Anaxagorea;ID;"East Kalimantan, Berau, Inhutani I area, km 35, near base camp BFMP, 0.52.864 N; 117.11.740 E.";0.866667;117.183333;Ambriansyah;"Ambriansyah; et al. Berau 788 ";2;10;1997;Ambriansyah;1997-10-01T00:00:00;<NA>;Botany;L.1744508;0;0;0;Ambriansyah;;0;1;10;1997;0;0;0;0;0;0;L1744508;788;;"Ambriansyah; et al.";Ambriansyah
Cananga odorata (Lam.) Hook.f. & Thomson;Cananga;ID;Java, prov. Madioen, Ngebel.;-7.7891;111.6167;Koorders, SH;Koorders, SH  12452 ;28;10;1892;nan;<NA>;<NA>;Botany;L.1564729;0;0;0;Koorders;;0;;;;0;0;0;0;0;0;L1564729;12452;odorata;Koorders SH;<NA>
Cananga odorata (Lam.) Hook.f. & Thomson;Cananga;ID;Java, prov. Madioen, Ngebel.;-7.7891;111.6167;Koorders, SH;Koorders, SH  12452 ;28;10;1892;nan;<NA>;<NA>;Botany;L.1564728;0;0;0;Koorders;;0;;;;0;0;0;0;0;0;L1564728;12452;odorata;Koorders SH;<NA>
Meiogyne virgata (Blume) Miq.;Meiogyne;ID;Java, prov. Semarang, Oengaran.;-7.1281;110.4044;Koorders, SH;Koorders, SH  27716 ;1;1;1897;nan;<NA>;<NA>;Botany;L.1554765;0;0;0;Koorders;;0;;;;0;0;0;0;0;0;L1554765;27716;virgata;Koorders SH;<NA>
Cananga odorata (Lam.) Hook.f. & Thomson;Cananga;ID;Tami, N.G., Hollandia.;-2.623155;140.921993;Brouwer, A;Brouwer, A BW(Ind.) 807 ;26;1;1955;nan;<NA>;<NA>;Botany;L.1142047;0;0;0;Brouwer;;0;;;;0;0;0;0;0;0;L1142047;807;odorata;Brouwer A;<NA>
Cananga odorata (Lam.) Hook.f. & Thomson;Cananga;ID;Kebar Valley, Div. West N. Guinea.;-0.8474;133.1457;Schram, FAW;Schram, FAW BW(Ind.) 7782 ;21;10;1958;nan;<NA>;<NA>;Botany;L.1142048;0;0;0;Schram;;0;;;;0;0;0;0;0;0;L1142048;7782;odorata;Schram FAW;<NA>
Cananga odorata (Lam.) Hook.f. & Thomson;Cananga;ID;Kebar Valley, Div. West N. Guinea.;-0.8474;133.1457;Schram, FAW;Schram, FAW BW(Ind.) 7782 ;21;10;1958;nan;<NA>;<NA>;Botany;L.1142046;0;0;0;Schram;;0;;;;0;0;0;0;0;0;L1142046;7782;odorata;Schram FAW;<NA>
Polyalthia lateriflora var. elongata Boerl.;Polyalthia;ID;Batu Angus NR, Mt. Batu Angus, N Celebes, Minahasa;1.516667;125.183333;Vogel, EF de;Vogel, EF de  2487 ;8;10;1973;nan;<NA>;<NA>;Botany;L.1133608;0;0;0;Vogel;;0;;;;0;0;0;0;0;0;L1133608;2487;lateriflora;Vogel EF de;<NA>
Polyalthia lateriflora var. elongata Boerl.;Polyalthia;ID;Batu Angus NR, Mt. Batu Angus, N Celebes, Minahasa;1.516667;125.183333;Vogel, EF de;Vogel, EF de  2487 ;8;10;1973;nan;<NA>;<NA>;Botany;L.1133607;0;0;0;Vogel;;0;;;;0;0;0;0;0;0;L1133607;2487;lateriflora;Vogel EF de;<NA>
Cananga odorata (Lam.) Hook.f. & Thomson;Cananga;ID;Kebar Valley, Div. West N. Guinea.;-0.8474;133.1457;Schram, FAW;Schram, FAW BW(Ind.) 7782 ;21;10;1958;nan;<NA>;<NA>;Botany;L.1112369;0;0;0;Schram;;0;;;;0;0;0;0;0;0;L1112369;7782;odorata;Schram FAW;<NA>
Cananga odorata (Lam.) Hook.f. & Thomson;Cananga;ID;Kebar Valley, Div. West N. Guinea.;-0.8474;133.1457;Schram, FAW;Schram, FAW BW(Ind.) 7782 ;21;10;1958;nan;<NA>;<NA>;Botany;L.1112370;0;0;0;Schram;;0;;;;0;0;0;0;0;0;L1112370;7782;odorata;Schram FAW;<NA>
Cananga odorata (Lam.) Hook.f. & Thomson;Cananga;ID;Kebar Valley, Div. West N. Guinea.;-0.8474;133.1457;Schram, FAW;Schram, FAW BW(Ind.) 7782 ;21;10;1958;nan;<NA>;<NA>;Botany;L.1112371;0;0;0;Schram;;0;;;;0;0;0;0;0;0;L1112371;7782;odorata;Schram FAW;<NA>
Cananga odorata (Lam.) Hook.f. & Thomson;Cananga;ID;Kebar Valley, Div. West N. Guinea.;-0.8474;133.1457;Schram, FAW;Schram, FAW BW(Ind.) 7782 ;21;10;1958;nan;<NA>;<NA>;Botany;L.1112368;0;0;0;Schram;;0;;;;0;0;0;0;0;0;L1112368;7782;odorata;Schram FAW;<NA>
Anaxagorea javanica var. tripetala Corner;Anaxagorea;ID;East Borneo, Sangkulirang region, Sg. Mandu.;1.066667;116.65;Kostermans, AJGH;Kostermans, AJGH  13235 ;27;7;1957;nan;<NA>;<NA>;Botany;L.1092750;0;0;0;Kostermans;;0;;;;0;0;0;0;0;0;L1092750;13235;javanica;Kostermans AJGH;<NA>
Anaxagorea borneensis (Becc.) J.Sinclair;Anaxagorea;ID;"Central East Borneo; W koetai; no.45, Kombeng";0.5;117.0;Endert, FH;Endert, FH  5206 ;24;11;1925;nan;<NA>;<NA>;Botany;L.1092611;0;0;0;Endert;;0;;;;0;0;0;0;0;0;L1092611;5206;borneensis;Endert FH;<NA>
Anaxagorea javanica var. tripetala Corner;Anaxagorea;ID;East Borneo, Sangkulirang region, Sg. Mandu.;1.066667;116.65;Kostermans, AJGH;Kostermans, AJGH  13235 ;27;7;1957;nan;<NA>;<NA>;Botany;L.1092754;0;0;0;Kostermans;;0;;;;0;0;0;0;0;0;L1092754;13235;javanica;Kostermans AJGH;<NA>
Anaxagorea javanica var. tripetala Corner;Anaxagorea;ID;East Borneo, Sangkulirang region, Sg. Mandu.;1.066667;116.65;Kostermans, AJGH;Kostermans, AJGH  13235 ;27;7;1957;nan;<NA>;<NA>;Botany;L.1092755;0;0;0;Kostermans;;0;;;;0;0;0;0;0;0;L1092755;13235;javanica;Kostermans AJGH;<NA>
Anaxagorea javanica var. tripetala Corner;Anaxagorea;ID;East Borneo, Sangkulirang region, Sg. Mandu.;1.066667;116.65;Kostermans, AJGH;Kostermans, AJGH  13235 ;27;7;1957;nan;<NA>;<NA>;Botany;L.1092752;0;0;0;Kostermans;;0;;;;0;0;0;0;0;0;L1092752;13235;javanica;Kostermans AJGH;<NA>
Anaxagorea javanica var. tripetala Corner;Anaxagorea;ID;East Borneo, Sangkulirang region, Sg. Mandu.;1.066667;116.65;Kostermans, AJGH;Kostermans, AJGH  13235 ;27;7;1957;nan;<NA>;<NA>;Botany;L.1092753;0;0;0;Kostermans;;0;;;;0;0;0;0;0;0;L1092753;13235;javanica;Kostermans AJGH;<NA>
Anaxagorea borneensis (Becc.) J.Sinclair;Anaxagorea;ID;"Central East Borneo; W koetai; no.45, Kombeng";0.5;117.0;Endert, FH;Endert, FH  5206 ;24;11;1925;nan;<NA>;<NA>;Botany;L.1092609;0;0;0;Endert;;0;;;;0;0;0;0;0;0;L1092609;5206;borneensis;Endert FH;<NA>
