scientificName;genus;countryID;locality;ddlat;ddlong;recordedBy;colNum_full;colDay;colMonth;colYear;detBy;detDate;institute;herbarium_code;orig_BC;specificEpithet;speciesAuthor;collectorID;prefix;sufix;colDate;detByDate;detDay;detMonth;detYear;country;continent;coordinateID;barcode;colNum;ORIG_recBy;to_check
Polyalthia lanceolata S.Vidal;Haplostichanthus;PH;Irosin (Mt. Bulusan), Province of Sorsogon. Island of Luzon.;;;A. D. E. Elmer;16045;;;;nan;;US;US;US 1236629;lanceolata;0;0;;;0;0;0;0;0;0;0;0;US1236629;16045;A. D. E. Elmer;A. D. E. Elmer
Anaxagorea luzonensis A.Gray;Anaxagorea;PH;Mt. Makiling. Laguna Province. Luzon.;;;S. Rañeses;Phil. Nat. Herb. 33448;26;1;1955;nan;;US;US;US 2212499;luzonensis;0;0;Phil;;0;0;0;0;0;0;0;0;US2212499;33448;S. Rañeses;ñeses
Cananga odorata (Lam.) Hook.f. & Thomson;Cananga;PH;Butuan Subprovince. Mindanao.;;;S. Ponce, D. P. Miranda;Forestry Bureau 20769;;;;nan;;US;US;US 901792;odorata;0;0;Forestry;;0;0;0;0;0;0;0;0;US901792;20769;S. Ponce, D. P. Miranda & B. Rafael;, D. P. Miranda
Orophea Blume;Orophea;PH;Kias, Province of Benguet, Luzon.;;;A. D. E. Elmer;6434;;;;nan;;US;US;US 853524;nan;0;0;;;0;0;0;0;0;0;0;0;US853524;6434;A. D. E. Elmer;A. D. E. Elmer
Uvaria sorzogonensis C.Presl;Uvaria;PH;Province of Rizal. Luzon.;;;Ahern's collector;Forestry Bureau 3186;;;;nan;;US;US;US 627117;littoralis;0;0;Forestry;;0;0;0;0;0;0;0;0;US627117;3186;Ahern's collector;Ahern's collector
Uvaria L.;Uvaria;PH;Biliran.;;;R. C. McGregor;Bureau of Science 18975;;;;nan;;US;US;US 1238695;nan;0;0;Bureau;;0;0;0;0;0;0;0;0;US1238695;18975;R. C. McGregor;Gregor
Mitrephora lanotan (Blanco) Merr.;Mitrephora;PH;Province of Rizal, Luzon.;;;Ahern's collector;Forestry Bureau 3148;;;;nan;;US;US;US 706737;lanotan;0;0;Forestry;;0;0;0;0;0;0;0;0;US706737;3148;Ahern's collector;Ahern's collector
Popowia pisocarpa (Blume) Endl.;Popowia;PH;Cabadbaran (Mt. Urdaneta), Province of Agusan. Island of Mindanao.;;;A. D. E. Elmer;13544;;;;nan;;US;US;US 1172278;pisocarpa;0;0;;;0;0;0;0;0;0;0;0;US1172278;13544;A. D. E. Elmer;A. D. E. Elmer
Uvaria L.;Uvaria;PH;Biliran.;;;R. C. McGregor;Bureau of Science 18970;;;;nan;;US;US;US 1238693;nan;0;0;Bureau;;0;0;0;0;0;0;0;0;US1238693;18970;R. C. McGregor;Gregor
Goniothalamus philippinensis Merr.;Goniothalamus;PH;Todaya (Mt. Apo), District of Davao. Island of Mindanao.;;;A. D. E. Elmer;10982;;;;nan;;US;US;US 872879;philippinensis;0;0;;;0;0;0;0;0;0;0;0;US872879;10982;A. D. E. Elmer;A. D. E. Elmer
Anaxagorea luzonensis A.Gray;Anaxagorea;PH;Lamao River, Province of Bataan, Luzon.;;;Ahern's collector;130;;;;nan;;US;US;US 1584440;luzonensis;0;0;;;0;0;0;0;0;0;0;0;US1584440;130;Ahern's collector;Ahern's collector
Mitrephora lanotan (Blanco) Merr.;Mitrephora;PH;Province of Laguna. Luzon.;;;R. C. McGregor;Bureau of Science 23149;;;;nan;;US;US;US 1264874;lanotan;0;0;Bureau;;0;0;0;0;0;0;0;0;US1264874;23149;R. C. McGregor;Gregor
Dasymaschalon clusiflorum (Merr.) Merr.;Dasymaschalon;PH;Puerto Princesa (Mt. Pulgar), Province of Palawan. Island of Palawan.;;;A. D. E. Elmer;12803;;;;nan;;US;US;US 3416546;clusiflorum;0;0;;;0;0;0;0;0;0;0;0;US3416546;12803;A. D. E. Elmer;A. D. E. Elmer
Mitrella Miq.;Mitrella;PH;Philippine Islands. Puerto Princesa (Mt. Pulgar), Province of Palawan. Island of Palawan.;;;A. D. E. Elmer;12803;;;;nan;;US;US;US 917684;nan;0;0;;;0;0;0;0;0;0;0;0;US917684;12803;A. D. E. Elmer;A. D. E. Elmer
Dasymaschalon clusiflorum (Merr.) Merr.;Dasymaschalon;PH;Todaya (Mt. Apo), District of Davao. Island of Mindanao.;;;A. D. E. Elmer;11721;;;;nan;;US;US;US 917848;clusiflorum;0;0;;;0;0;0;0;0;0;0;0;US917848;11721;A. D. E. Elmer;A. D. E. Elmer
Uvaria rufa (Dunal) Blume;Uvaria;PH;Province of Laguna. Luzon.;;;R. C. McGregor;Bureau of Science 23075;;;;nan;;US;US;US 1050807;rufa;0;0;Bureau;;0;0;0;0;0;0;0;0;US1050807;23075;R. C. McGregor;Gregor
Uvaria micrantha (A.DC.) Hook.f. & Thomson;Uvaria;PH;Philippine Islands. Irosin (Mt. Bulusan), Province of Sorsogon. Island of Luzon.;;;A. D. E. Elmer;17397;;;;nan;;US;US;US 1237072;micrantha;0;0;;;0;0;0;0;0;0;0;0;US1237072;17397;A. D. E. Elmer;A. D. E. Elmer
Orophea cumingiana S.Vidal;Orophea;PH;Baco River, Mindoro.;;;R. C. McGregor;185;;;;nan;;US;US;US 854958;cumingiana;0;0;;;0;0;0;0;0;0;0;0;US854958;185;R. C. McGregor;Gregor
Popowia pisocarpa (Blume) Endl.;Popowia;PH;Philippines, Luzon, Camarines Sur, Her-It River.;13.666667;123.333333;Edaño GE;Edaño, GE BS 76438 ;1;12;1928;nan;;nan;Botany;U.1080069;pisocarpa;0;0;Eda;;0;0;0;0;0;0;0;0;U1080069;76438;Edaño GE;Edaño GE
Goniothalamus elmeri Merr.;Goniothalamus;PH;Philippines, Luzon, Bataan Province, Lamao.;14.51;120.607777;Edaño GE;Edaño, GE PNH 4169 ;1;11;1947;Merrill ED;;nan;Botany;L.3966177;elmeri;0;0;Eda;;0;0;0;0;0;0;0;0;L3966177;4169;Edaño GE;Edaño GE
Goniothalamus elmeri Merr.;Goniothalamus;PH;Philippines, Luzon, Bataan Province, Lamao.;14.51;120.607777;Edaño GE;Edaño, GE PNH 4169 ;1;11;1947;Merrill ED;;nan;Botany;L.3966178;elmeri;0;0;Eda;;0;0;0;0;0;0;0;0;L3966178;4169;Edaño GE;Edaño GE
Goniothalamus (Blume) Hook.f. & Thomson;Goniothalamus;PH;Sammar, Mt. Sohoton.;11.616667;125.416667;Gutiérrez HG;"Gutiérrez, HG; et al. PNH 117528 ";1;4;1970;nan;;nan;Botany;L.2067207;nan;0;0;Guti;;0;0;0;0;0;0;0;0;L2067207;117528;"Gutiérrez HG; et al.";Gutiérrez HG
Goniothalamus (Blume) Hook.f. & Thomson;Goniothalamus;PH;Sammar, Mt. Sohoton.;11.616667;125.416667;Gutiérrez HG;"Gutiérrez, HG; et al. PNH 117528 ";1;4;1970;nan;;nan;Botany;L.2067208;nan;0;0;Guti;;0;0;0;0;0;0;0;0;L2067208;117528;"Gutiérrez HG; et al.";Gutiérrez HG
Goniothalamus elmeri Merr.;Goniothalamus;PH;Mt. Concord.;11.695278;125.241389;Gutiérrez HG;"Gutiérrez, HG; et al. PNH 117054 ";1;5;1969;Tang CC;2014-10-01T00:00:00;nan;Botany;L.2067130;elmeri;0;0;Guti;;0;0;0;0;0;0;0;0;L2067130;117054;"Gutiérrez HG; et al.";Gutiérrez HG
Goniothalamus lancifolius Merr.;Goniothalamus;PH;Mt. San Isidro, Labrador, Prov. of Pangasinan, Luzon.;15.9907;120.1168;Fénix E;Fénix, E BS 29992 ;1;11;1917;nan;;nan;Botany;L.2067139;lancifolius;0;0;F;;0;0;0;0;0;0;0;0;L2067139;29992;Fénix E;Fénix E
Phaeanthus ebracteolatus (C.Presl) Merr.;Phaeanthus;PH;Philippines, Luzon, Camarines Sur, Her-It River.;13.666667;123.333333;Edaño GE;Edaño, GE BS 76448 ;1;12;1928;Mols JB;1998-05-01T00:00:00;nan;Botany;U.1090498;ophthalmicus;0;0;Eda;;0;0;0;0;0;0;0;0;U1090498;76448;Edaño GE;Edaño GE
Goniothalamus elmeri Merr.;Goniothalamus;PH;Philippines, Luzon, Province of Zambales, San Marcelino, Mt. Aglao.;14.978452;120.282929;Edaño GE;Edaño, GE BS 26807 ;1;12;1916;nan;;nan;Botany;L.3966179;elmeri;0;0;Eda;;0;0;0;0;0;0;0;0;L3966179;26807;Edaño GE;Edaño GE
Goniothalamus (Blume) Hook.f. & Thomson;Goniothalamus;PH;Philippines, Mindanao, Davao Province, Mt. Mayo.;7.099444;126.311667;Edaño GE;Edaño, GE PNH 11341 ;5;4;1949;Merrill ED;;nan;Botany;L.2067204;nan;0;0;Eda;;0;0;0;0;0;0;0;0;L2067204;11341;Edaño GE;Edaño GE
Goniothalamus amuyon (Blanco) Merr.;Goniothalamus;PH;Mt. Concord.;11.695278;125.241389;Gutiérrez HG;"Gutiérrez, HG; et al. PNH 117162 ";1;5;1969;Tang CC;2014-10-01T00:00:00;nan;Botany;L.2067222;amuyon;0;0;Guti;;0;0;0;0;0;0;0;0;L2067222;117162;"Gutiérrez HG; et al.";Gutiérrez HG
Goniothalamus philippinensis Merr.;Goniothalamus;PH;Philippines, Leyte, Ormoc, Lake Danao.;11.067941;124.702352;Edaño GE;Edaño, GE PNH 11931 ;21;3;1950;Tang CC;2014-10-01T00:00:00;nan;Botany;L.2067252;philippinensis;0;0;Eda;;0;0;0;0;0;0;0;0;L2067252;11931;Edaño GE;Edaño GE
Goniothalamus philippinensis Merr.;Goniothalamus;PH;Badok, Naujan, Mindoro.;13.108;121.32;Celestinó M;"Celestinó, M; Castro, A PNH 1940 ";4;10;1947;Merrill ED;;nan;Botany;L.2067142;philippinensis;0;0;Celestin;;0;0;0;0;0;0;0;0;L2067142;1940;"Celestinó M; Castro A";Celestinó M
Phaeanthus Hook.f. & Thomson;Phaeanthus;PH;Sagpangan, Aborlan, Palawan.;9.533333;118.566667;Celestinó M;"Celestinó, M; Ramos, J PNH 23064 ";18;5;1955;Chaowasku T;2008-03-01T00:00:00;nan;Botany;L.2105956;nan;0;0;Celestin;;0;0;0;0;0;0;0;0;L2105956;23064;"Celestinó M; Ramos J";Celestinó M
Goniothalamus philippinensis Merr.;Goniothalamus;PH;Philippines, Sta Josefa, Agusan Province, Mindanao.;;;Añonuevo P;Añonuevo, P PNH 13721 ;23;7;1950;Tang CC;2014-10-01T00:00:00;nan;Botany;L.2067253;philippinensis;0;0;A;;0;0;0;0;0;0;0;0;L2067253;13721;Añonuevo P;Añonuevo P
Goniothalamus amuyon (Blanco) Merr.;Goniothalamus;PH;Mt. Concord.;11.695278;125.241389;Gutiérrez HG;"Gutiérrez, HG; et al. PNH 117162 ";1;5;1969;Tang CC;2014-10-01T00:00:00;nan;Botany;L.2067221;amuyon;0;0;Guti;;0;0;0;0;0;0;0;0;L2067221;117162;"Gutiérrez HG; et al.";Gutiérrez HG
Goniothalamus elmeri Merr.;Goniothalamus;PH;Mt. Concord.;11.695278;125.241389;Gutiérrez HG;"Gutiérrez, HG; et al. PNH 117054 ";1;5;1969;Tang CC;2014-10-01T00:00:00;nan;Botany;L.2067131;elmeri;0;0;Guti;;0;0;0;0;0;0;0;0;L2067131;117054;"Gutiérrez HG; et al.";Gutiérrez HG
Goniothalamus philippinensis Merr.;Goniothalamus;PH;Philippines, Samar, Mt. Apay near summit.;11.892592;125.583333;Gutiérrez HG;"Gutiérrez, HG; et al. PNH 117462 ";1;5;1969;nan;;nan;Botany;L.2067141;philippinensis;0;0;Guti;;0;0;0;0;0;0;0;0;L2067141;117462;"Gutiérrez HG; et al.";Gutiérrez HG
Polyalthia Blume;Polyalthia;PH;Philippines, Samar, Mount Sarawag.;12.1825;124.9503;Edaño GE;Edaño, GE PNH 15251 ;3;12;1951;nan;;nan;Botany;L.1770026;nan;0;0;Eda;;0;0;0;0;0;0;0;0;L1770026;15251;Edaño GE;Edaño GE
Annonaceae;nan;PH;"Philippines; Samar, Panhulugan.";12.035;125.206667;University of San Carlos;University of San Carlos  314 ;31;5;1971;nan;;nan;Botany;L.1768874;nan;0;0;University;;0;0;0;0;0;0;0;0;L1768874;314;University of San Carlos;University of San Carlos
Annonaceae;nan;PH;Philippines, Samar, Mount Sarawag.;12.1825;124.9503;Edaño GE;Edaño, GE PNH 15283 ;4;12;1951;nan;;nan;Botany;L.1768880;nan;0;0;Eda;;0;0;0;0;0;0;0;0;L1768880;15283;Edaño GE;Edaño GE
Polyalthia Blume;Polyalthia;PH;Philippines, Baguio, Mt. Prov.;16.417155;120.590998;Baskiñas LC;Baskiñas, LC  79 ;22;12;1923;Kessler PJA;2002-07-01T00:00:00;nan;Botany;L.1770021;nan;0;0;Baski;;0;0;0;0;0;0;0;0;L1770021;79;Baskiñas LC;Baskiñas LC
Polyalthia rumphii (Blume ex Hensch.) Merr.;Hubera;PH;Mt. Makiling, Laguna Province, Luzon.;14.135833;121.19;Ordon JUNIOR;Ordon Jr. PNH 33510 ;23;1;1955;nan;;nan;Botany;L.1767407;rumphii;0;0;Ordon;;0;0;0;0;0;0;0;0;L1767407;33510;Ordon Jr.;IOR
Uvaria grandiflora Roxb. ex Hornem.;Uvaria;PH;Vicinity of Dupax, Province of Nueva Vizcaya, Luzon.;16.2838;121.0896;McGregor RC;McGregor, RC BS 11475 ;1;3;1912;nan;;nan;Botany;L.1770660;grandiflora;0;0;McGregor;;0;0;0;0;0;0;0;0;L1770660;11475;McGregor RC;McGregor RC
Uvaria L.;Uvaria;PH;Philippines, Mindanao, Davao Province, Mt. Mayo.;7.099444;126.311667;Edaño GE;Edaño, GE PNH 11385 ;5;4;1949;Merrill ED;;nan;Botany;L.1768265;nan;0;0;Eda;;0;0;0;0;0;0;0;0;L1768265;11385;Edaño GE;Edaño GE
Uvaria rufa (Dunal) Blume;Uvaria;PH;Isabela (S. Madre), Bo. Cataguing, Sn. Mariano.;16.85;122.166667;Gutiérrez HG;Gutiérrez, HG PNH 78025 ;22;4;1961;nan;2002-05-22T00:00:00;nan;Botany;L.1768743;rufa;0;0;Guti;;0;0;0;0;0;0;0;0;L1768743;78025;Gutiérrez HG;Gutiérrez HG
Annonaceae;nan;PH;Philippines, Samar, Mabini.;12.1973;124.7636;University of San Carlos;University of San Carlos  473 ;10;6;1971;nan;;nan;Botany;L.1768873;nan;0;0;University;;0;0;0;0;0;0;0;0;L1768873;473;University of San Carlos;University of San Carlos
Uvaria L.;Uvaria;PH;Philippines, Mindanao, Davao Province, Mt. Mayo.;7.099444;126.311667;Edaño GE;Edaño, GE PNH 11385 ;5;4;1949;Merrill ED;;nan;Botany;L.1768266;nan;0;0;Eda;;0;0;0;0;0;0;0;0;L1768266;11385;Edaño GE;Edaño GE
Annonaceae;nan;PH;Sankar, Mt. Sohoton;11.616667;125.416667;Gutiérrez HG;"Gutiérrez, HG; et al. PNH 118077 ";1;4;1970;nan;;nan;Botany;L.1768881;nan;0;0;Guti;;0;0;0;0;0;0;0;0;L1768881;118077;"Gutiérrez HG; et al.";Gutiérrez HG
Uvaria rufa (Dunal) Blume;Uvaria;PH;Busuanga.;;;Fénix E;Fénix, E BS 1284 ;1;7;1912;nan;2002-05-22T00:00:00;nan;Botany;L.1768748;rufa;0;0;F;;0;0;0;0;0;0;0;0;L1768748;1284;Fénix E;Fénix E
Polyalthia obliqua Hook.f. & Thomson;Polyalthia;PH;Sagpangan, Aborlan, Palawan;9.533333;118.566667;Celestinó M;"Celestinó, M; Ramos, J PNH 23037 ";12;5;1955;Kessler PJA;2000-09-01T00:00:00;nan;Botany;L.1767284;obliqua;0;0;Celestin;;0;0;0;0;0;0;0;0;L1767284;23037;"Celestinó M; Ramos J";Celestinó M
Uvaria rufa (Dunal) Blume;Uvaria;PH;Province of Laguna, Luzon.;;;McGregor RC;McGregor, RC BS 26227 ;1;6;1915;nan;2002-05-22T00:00:00;nan;Botany;L.1768749;rufa;0;0;McGregor;;0;0;0;0;0;0;0;0;L1768749;26227;McGregor RC;McGregor RC
Polyalthia Blume;Polyalthia;PH;Nafco Plantation Compound, Davao Province, Mindanao.;;;Añonuevo P;Añonuevo, P PNH 13656 ;1;7;1950;nan;;nan;Botany;L.1770028;nan;0;0;A;;0;0;0;0;0;0;0;0;L1770028;13656;Añonuevo P;Añonuevo P
Uvaria L.;Uvaria;PH;Tanapa, Upi, Cotabato Province, Mindanao.;;;Añonuevo P;Añonuevo, P PNH 13594 ;13;10;1950;Kessler PJA;1988-07-01T00:00:00;nan;Botany;L.1768264;nan;0;0;A;;0;0;0;0;0;0;0;0;L1768264;13594;Añonuevo P;Añonuevo P
Orophea creaghii (Ridl.) Leonardía & Kessler;Orophea;PH;Along creek.;9.433333;118.55;Celestinó M;"Celestinó, M; Ramos, J PNH 23041 ";13;5;1955;Leonardía AAP;1999-07-01T00:00:00;nan;Botany;L.1766271;creaghii;0;0;Celestin;;0;0;0;0;0;0;0;0;L1766271;23041;"Celestinó M; Ramos J";Celestinó M
Uvaria L.;Uvaria;PH;District of Davao, Mindanao.;;;Fénix E;Fénix, E BS 15839 ;1;8;1912;nan;;nan;Botany;L.1768435;nan;0;0;F;;0;0;0;0;0;0;0;0;L1768435;15839;Fénix E;Fénix E
Pseuduvaria luzoniensis (Merr.) Y.C.F.Su & R.M.K.Saunders;Pseuduvaria;PH;Philippines, Luzon, Ilocos Norte Province, Mt. Pico de Loro.;18.511111;120.885;Edaño GE;Edaño, GE PNH 17976 ;1;2;1953;Su YCF;2001-09-01T00:00:00;nan;Botany;L.1764449;luzoniensis;0;0;Eda;;0;0;0;0;0;0;0;0;L1764449;17976;Edaño GE;Edaño GE
Meiogyne virgata (Blume) Miq.;Meiogyne;PH;Mt. Concord.;11.695278;125.241389;Gutiérrez HG;"Gutiérrez, HG; et al. PNH 117074 ";1;5;1969;Heusden ECH van;;nan;Botany;L.1765895;virgata;0;0;Guti;;0;0;0;0;0;0;0;0;L1765895;117074;"Gutiérrez HG; et al.";Gutiérrez HG
Meiogyne virgata (Blume) Miq.;Meiogyne;PH;Philippines, Luzon, Sorsogon Province, Mt. Juban.;12.797602;123.933841;Edaño GE;Edaño, GE PNH 37114 ;13;6;1956;Heusden ECH van;;nan;Botany;L.1765892;virgata;0;0;Eda;;0;0;0;0;0;0;0;0;L1765892;37114;Edaño GE;Edaño GE
Meiogyne virgata (Blume) Miq.;Meiogyne;PH;Mt. Concord.;11.695278;125.241389;Gutiérrez HG;"Gutiérrez, HG; et al. PNH 117074 ";1;5;1969;Heusden ECH van;;nan;Botany;L.1765894;virgata;0;0;Guti;;0;0;0;0;0;0;0;0;L1765894;117074;"Gutiérrez HG; et al.";Gutiérrez HG
Orophea leytensis Merr.;Orophea;PH;Sarmar, Mt. Sopaton;12.035;125.686667;Gutiérrez HG;"Gutiérrez, HG; et al. PNH 117601 ";1;4;1970;Kessler PJA;1987-10-01T00:00:00;nan;Botany;L.1766672;leytensis;0;0;Guti;;0;0;0;0;0;0;0;0;L1766672;117601;"Gutiérrez HG; et al.";Gutiérrez HG
Uvaria rufa (Dunal) Blume;Uvaria;PH;Philippines, Mindanao, Davao Province, Tibanban.;6.631533;126.105482;Edaño GE;Edaño, GE PNH 11030 ;1;8;1949;nan;2002-05-22T00:00:00;nan;Botany;L.1768745;rufa;0;0;Eda;;0;0;0;0;0;0;0;0;L1768745;11030;Edaño GE;Edaño GE
Orophea cumingiana S.Vidal;Orophea;PH;Philippines, Palawan, Victoria Mountains.;9.618517;118.55925;Edaño GE;Edaño, GE PNH 14239 ;17;3;1951;Kessler PJA;1984-08-01T00:00:00;nan;Botany;L.1766224;cumingiana;0;0;Eda;;0;0;0;0;0;0;0;0;L1766224;14239;Edaño GE;Edaño GE
Polyalthia obliqua Hook.f. & Thomson;Polyalthia;PH;Philippines, Mindanao, Surigao del Sur, Aras-asan.;8.887815;126.311198;University of San Carlos;University of San Carlos  802 ;14;5;1975;Heusden ECH van;;nan;Botany;L.1767305;obliqua;0;0;University;;0;0;0;0;0;0;0;0;L1767305;802;University of San Carlos;University of San Carlos
Polyalthia obliqua Hook.f. & Thomson;Polyalthia;PH;Aroman, Carmen, Cotabato Province, Mindanao;7.1709;124.4709;Añonuevo P;Añonuevo, P PNH 13575 ;21;6;1950;Heusden ECH van;;nan;Botany;L.1767283;obliqua;0;0;A;;0;0;0;0;0;0;0;0;L1767283;13575;Añonuevo P;Añonuevo P
Orophea cumingiana S.Vidal;Orophea;PH;Philippines, Palawan, Victoria Mountains.;9.618517;118.55925;Edaño GE;Edaño, GE PNH 14239 ;17;3;1951;Kessler PJA;1984-08-01T00:00:00;nan;Botany;L.1766225;cumingiana;0;0;Eda;;0;0;0;0;0;0;0;0;L1766225;14239;Edaño GE;Edaño GE
Pseuduvaria luzoniensis (Merr.) Y.C.F.Su & R.M.K.Saunders;Pseuduvaria;PH;Philippines, Luzon, Ilocos Norte Province, Mt. Pico de Loro.;18.511111;120.885;Edaño GE;Edaño, GE PNH 17976 ;1;2;1953;Su YCF;2001-09-01T00:00:00;nan;Botany;L.1764450;luzoniensis;0;0;Eda;;0;0;0;0;0;0;0;0;L1764450;17976;Edaño GE;Edaño GE
Mitrephora pictiflora Elmer;Mitrephora;PH;Philippines, Biliran.;;;McGregor RC;McGregor, RC BS 18550 ;1;6;1914;Weerasooriya AD;2001-03-01T00:00:00;nan;Botany;L.1762216;pictiflora;0;0;McGregor;;0;0;0;0;0;0;0;0;L1762216;18550;McGregor RC;McGregor RC
Orophea leytensis Merr.;Orophea;PH;Sarmar, Mt. Sopaton;12.035;125.686667;Gutiérrez HG;"Gutiérrez, HG; et al. PNH 117601 ";1;4;1970;Kessler PJA;1987-10-01T00:00:00;nan;Botany;L.1766671;leytensis;0;0;Guti;;0;0;0;0;0;0;0;0;L1766671;117601;"Gutiérrez HG; et al.";Gutiérrez HG
Meiogyne virgata (Blume) Miq.;Meiogyne;PH;Philippines, Leyte, Mt. Abucayan.;;;Edaño GE;Edaño, GE BS 41670 ;1;2;1923;Heusden ECH van;;nan;Botany;L.1765891;virgata;0;0;Eda;;0;0;0;0;0;0;0;0;L1765891;41670;Edaño GE;Edaño GE
Popowia Endl.;Popowia;PH;Alah Valley, Banga Cotabato Province Mindanao.;6.423889;124.778333;Añonuevo P;Añonuevo, P PNH 13635 ;6;9;1950;Kessler PJA;1988-06-01T00:00:00;nan;Botany;L.1763793;nan;0;0;A;;0;0;0;0;0;0;0;0;L1763793;13635;Añonuevo P;Añonuevo P
Friesodielsia Steenis;Friesodielsia;PH;Philippines, Samar, Mount Purog.;;;Edaño GE;Edaño, GE PNH 15379 ;19;12;1951;nan;;nan;Botany;L.1765049;nan;0;0;Eda;;0;0;0;0;0;0;0;0;L1765049;15379;Edaño GE;Edaño GE
Polyalthia lanceolata S.Vidal;Haplostichanthus;PH;Philippines, Luzon, Sorsogon Province, Mt. Juban.;12.797602;123.933841;Edaño GE;Edaño, GE PNH 37135 ;14;6;1956;Xue B;2012-10-01T00:00:00;nan;Botany;L.1762659;lanceolata;0;0;Eda;;0;0;0;0;0;0;0;0;L1762659;37135;Edaño GE;Edaño GE
Maasia glauca (Hassk.) Mols, Kessler & Rogstad;Maasia;PH;Philippines, Mindanao, Davao Province, Mt. Hamiguitan.;6.745277;126.173611;Edaño GE;Edaño, GE PNH 11127 ;1;8;1949;nan;;nan;Botany;L.1761227;glauca;0;0;Eda;;0;0;0;0;0;0;0;0;L1761227;11127;Edaño GE;Edaño GE
Mitrephora williamsii C.B.Rob.;Mitrephora;PH;Philippines, Mindanao, Davao Province.;;;Mesa A de;Mesa, A de FB 27464 ;1;3;1919;Weerasooriya AD;;nan;Botany;L.1762075;williamsii;0;0;Mesa;;0;0;0;0;0;0;0;0;L1762075;27464;Mesa A de;Mesa A de
Maasia glauca (Hassk.) Mols, Kessler & Rogstad;Maasia;PH;Philippines, Mindanao, Davao Province, Mt. Hamiguitan.;6.745277;126.173611;Edaño GE;Edaño, GE PNH 11127 ;1;8;1949;nan;;nan;Botany;L.1761228;glauca;0;0;Eda;;0;0;0;0;0;0;0;0;L1761228;11127;Edaño GE;Edaño GE
Mitrephora sorsogonensis Elmer ex Weeras. & R.M.K.Saunders;Mitrephora;PH;Philippines, Luzon, Ilocos Norte Province, Mt. Quebrada.;18.490833;120.803056;Edaño GE;Edaño, GE PNH 17901 ;28;2;1953;Weerasooriya AD;2001-03-01T00:00:00;nan;Botany;L.1762102;sorsogonensis;0;0;Eda;;0;0;0;0;0;0;0;0;L1762102;17901;Edaño GE;Edaño GE
Platymitra arborea (Blanco) Kessler;Platymitra;PH;Tanay, Rizal.;;;Leaño PA;Leaño, PA  43 ;27;3;1977;nan;2003-09-25T00:00:00;nan;Botany;L.1758550;arborea;0;0;Lea;;0;0;0;0;0;0;0;0;L1758550;43;Leaño PA;Leaño PA
Phaeanthus ebracteolatus (C.Presl) Merr.;Phaeanthus;PH;Mt. Concord.;11.316667;125.05;Gutiérrez HG;"Gutiérrez, HG; et al. PNH 116985 ";10;5;1969;Mols JB;;nan;Botany;L.1758744;ophthalmicus;0;0;Guti;;0;0;0;0;0;0;0;0;L1758744;116985;"Gutiérrez HG; et al.";Gutiérrez HG
Mitrephora sorsogonensis Elmer ex Weeras. & R.M.K.Saunders;Mitrephora;PH;Philippines, Luzon, Ilocos Norte Province, Mt. Quebrada.;18.490833;120.803056;Edaño GE;Edaño, GE PNH 17901 ;28;2;1953;Weerasooriya AD;2001-03-01T00:00:00;nan;Botany;L.1762103;sorsogonensis;0;0;Eda;;0;0;0;0;0;0;0;0;L1762103;17901;Edaño GE;Edaño GE
Phaeanthus ebracteolatus (C.Presl) Merr.;Phaeanthus;PH;Philippines, Luzon, Bataan Province, Lamao.;14.51;120.607777;Edaño GE;Edaño, GE PNH 4078 ;1;11;1947;Mols JB;;nan;Botany;L.1758813;ophthalmicus;0;0;Eda;;0;0;0;0;0;0;0;0;L1758813;4078;Edaño GE;Edaño GE
Popowia pisocarpa (Blume) Endl.;Popowia;PH;Pangantocan, Bukidnon Province, Mindanao;;;Añonuevo P;Añonuevo, P PNH 13523 ;1;3;1950;nan;;nan;Botany;L.1759068;pisocarpa;0;0;A;;0;0;0;0;0;0;0;0;L1759068;13523;Añonuevo P;Añonuevo P
Orophea Blume;Orophea;PH;Mt. Concord.;11.695278;125.241389;Gutiérrez HG;"Gutiérrez, HG; et al. PNH 117140 ";1;5;1969;Kessler PJA;1985-07-01T00:00:00;nan;Botany;L.1758906;nan;0;0;Guti;;0;0;0;0;0;0;0;0;L1758906;117140;"Gutiérrez HG; et al.";Gutiérrez HG
Phaeanthus ebracteolatus (C.Presl) Merr.;Phaeanthus;PH;Philippines, Luzon, Sorsogon Province, Mt. Juban.;12.797602;123.933841;Edaño GE;Edaño, GE PNH 37116 ;13;6;1956;Mols JB;;nan;Botany;L.1758747;ophthalmicus;0;0;Eda;;0;0;0;0;0;0;0;0;L1758747;37116;Edaño GE;Edaño GE
Phaeanthus ebracteolatus (C.Presl) Merr.;Phaeanthus;PH;"Philippines, Palawan, Procince Palawan, Sagpangan, Aborlan, along Sagpaang River, c. 9.26 N; 118.33 E.";9.433333;118.55;Celestinó M;"Celestinó, M; Ramos, J PNH 23064 ";18;5;1955;Mols JB;;nan;Botany;L.1758777;ophthalmicus;0;0;Celestin;;0;0;0;0;0;0;0;0;L1758777;23064;"Celestinó M; Ramos J";Celestinó M
Neo-Uvaria acuminatissima (Miq.) Airy Shaw;Neo-Uvaria;PH;Sierra Madre Mountains, San Mariano. Isabela, Luzon;16.85;122.166667;Gutiérrez HG;Gutiérrez, HG PNH 78103 ;27;4;1961;nan;;nan;Botany;L.1757919;acuminatissima;0;0;Guti;;0;0;0;0;0;0;0;0;L1757919;78103;Gutiérrez HG;Gutiérrez HG
