scientific_name;genus;country_id;locality;ddlat;ddlong;recorded_by;orig_recby;orig_detby;to_check;to_check_det;colnum_full;col_day;col_month;col_year;det_by;det_date;institute;herbarium_code;orig_bc;specificEpithet;species_author;collector_id;prefix;sufix;col_date;det_day;det_month;det_year;country;continent;coordinate_id;barcode;colnum;specific_epithet
Polyalthia Blume;Polyalthia;ID;Riouw en Ond. Karimoen;1.05;103.366667;<NA>;<NA>;Steenis CGGJ van;<NA>;recby_problem; bb 17336 ;14;3;1933;Steenis, CGGJ van;<NA>;<NA>;Botany;L  0971433;0;0;0;;;0;;;;0;0;0;L0971433;17336;
Polyalthia Blume;Polyalthia;ID;Archipel. Ind.: Celebes en Ond. Malili, Angkona.;-2.6351;121.0948;<NA>;<NA>;<NA>;<NA>;recby_problem; bb 24968 ;30;6;1938;;<NA>;<NA>;Botany;L  0979845;0;0;0;;;0;;;;0;0;0;L0979845;24968;
Mezzettia Becc.;Mezzettia;ID;Archipel. Ind. Riouw en Ond. Karimoen O.;1.05;103.366667;<NA>;<NA>;Steenis CGGJ van;<NA>;recby_problem; bb 17335 ;13;3;1933;Steenis, CGGJ van;<NA>;<NA>;Botany;L  0971432;0;0;0;;;0;;;;0;0;0;L0971432;17335;
Alphonsea javanica Scheff.;Alphonsea;ID;Riouw en Ond. Tandjong Pinang;0.5;101.75;<NA>;<NA>;Kessler PJA;<NA>;recby_problem; bb 17396 ;;;;Kessler, PJA;1990-01-01T00:00:00;<NA>;Botany;L  0971504;0;0;0;;;0;1;1;1990;0;0;0;L0971504;17396;javanica
Mitrephora diversifolia (Span.) Miq.;Mitrephora;ID;Indonesia. Manado, RAta Totok.;1.48218;124.848922;<NA>;<NA>;Weerasooriya AD;<NA>;recby_problem; bb 21682 ;21;11;1936;Weerasooriyam, AD;2001-03-01T00:00:00;<NA>;Botany;L  0974889;0;0;0;;;0;1;3;2001;0;0;0;L0974889;21682;diversifolia
Mezzettia Becc.;Mezzettia;ID;Borneo, Res. Z en O Afd. v. Borneo, ond. afd. West Koetei, Kembang Djanggoet;0.156863;116.362865;<NA>;<NA>;<NA>;<NA>;recby_problem; bb 15677 ;9;10;1931;;<NA>;<NA>;Botany;L  0989316;0;0;0;;;0;;;;0;0;0;L0989316;15677;
Mezzettia Becc.;Mezzettia;ID;ZO Afd. v. Borneo, West Koetei;0.0;116.5;<NA>;<NA>;Steenis CGGJ van;<NA>;recby_problem; bb 16519 ;20;3;1932;Steenis, CGGJ van;<NA>;<NA>;Botany;L  0989961;0;0;0;;;0;;;;0;0;0;L0989961;16519;
Mezzettia Becc.;Mezzettia;ID;ZO Borneo, Wesst Koetei;0.0;116.5;<NA>;<NA>;Steenis CGGJ van;<NA>;recby_problem; bb 16856 ;;;;Steenis, CGGJ van;<NA>;<NA>;Botany;L  0970933;0;0;0;;;0;;;;0;0;0;L0970933;16856;
Mezzettia Becc.;Mezzettia;ID;ZO Afd. v. Borneo, West Koetei;0.0;116.5;<NA>;<NA>;Steenis CGGJ van;<NA>;recby_problem; bb 16104 ;1;11;1931;Steenis, CGGJ van;<NA>;<NA>;Botany;L  0989528;0;0;0;;;0;;;;0;0;0;L0989528;16104;
Polyalthia lateriflora (Blume) Kurz;Polyalthia;ID;Borneo, Res. Z en O afd. v. Borneo ond. afd. oost Koetai loopl. Lendak;0.0;116.5;<NA>;<NA>;<NA>;<NA>;recby_problem; bb 14832 ;3;12;1930;;<NA>;<NA>;Botany;L  0994478;0;0;0;;;0;;;;0;0;0;L0994478;14832;lateriflora
Polyalthia Blume;Polyalthia;ID;Archipel. Ind. Manado. Pagiri.;1.48218;124.848922;<NA>;<NA>;<NA>;<NA>;recby_problem; bb 17503 ;20;6;1933;;<NA>;<NA>;Botany;L  0971602;0;0;0;;;0;;;;0;0;0;L0971602;17503;
Cananga odorata (Lam.) Hook.f. & Thomson;Cananga;ID;Selebes, Malili, Wotoe;-2.6351;121.0948;<NA>;<NA>;Steenis CGGJ van;<NA>;recby_problem; bb 13490 ;17;4;1928;Steenis, CGGJ van;1930-03-01T00:00:00;<NA>;Botany;L  0992488;0;0;0;;;0;1;3;1930;0;0;0;L0992488;13490;odorata
Mezzettia Becc.;Mezzettia;ID;ZW Afd, v. Borneo, Tidoengsch Landen;-3.5;115.5;<NA>;<NA>;Steenis CGGJ van;<NA>;recby_problem; bb 18190 ;19;1;1934;Steenis, CGGJ van;<NA>;<NA>;Botany;L  0972303;0;0;0;;;0;;;;0;0;0;L0972303;18190;
Meiogyne cylindrocarpa (Burck) Heusden;Meiogyne;ID;"Wetar Island; Kali Kuning River.";-7.707287;126.331665;<NA>;<NA>;<NA>;<NA>;recby_problem;3786;13;5;1993;;<NA>;DNA;DNA;DNA D0069564;0;0;0;;;0;;;;0;0;0;DNA0069564;3786;cylindrocarpa
Xylopia malayana Hook.f. & Thomson;Xylopia;ID;Sumatra, Bengkoeloe, Lais;-3.53333;105.05;<NA>;<NA>;Beumée, JGB;<NA>;recby_problem; bb 8857 ;20;3;1925;Beumée, JGB;<NA>;<NA>;Botany;L.1775336;0;0;0;;;0;;;;0;0;0;L1775336;8857;malayana
Annonaceae;<NA>;ID;Indonesia. Sumatra's O. Kust. Semeloengoen. Besar maligao.;2.97;99.068167;<NA>;<NA>;<NA>;<NA>;recby_problem; bb 5336 ;20;3;1923;;<NA>;<NA>;Botany;L.1775614;0;0;0;;;0;;;;0;0;0;L1775614;5336;
Pseuduvaria reticulata (Blume) Miq.;Pseuduvaria;ID;Indonesia, Kalimantan Timur, East Kutei, Loa Doeri;-0.6;117.066667;<NA>;<NA>;Su YCF;<NA>;recby_problem; bb 24016 ;25;3;1938;Su, YCF;2001-12-01T00:00:00;<NA>;Botany;L.1775004;0;0;0;;;0;1;12;2001;0;0;0;L1775004;24016;reticulata
Annonaceae;<NA>;ID;Archipel. Ind. Sumatra Gouv. Sum. O.kust ond. afd. Semeloengoen.;2.97;99.068167;<NA>;<NA>;<NA>;<NA>;recby_problem; bb 3082 ;17;2;1922;;<NA>;<NA>;Botany;L.1775628;0;0;0;;;0;;;;0;0;0;L1775628;3082;
Annonaceae;<NA>;ID;Indonesia. Sumatra. W Kust. Padang Pandjang. Tembangan.;-0.45;100.416667;<NA>;<NA>;<NA>;<NA>;recby_problem; bb 5509 ;25;3;1923;;<NA>;<NA>;Botany;L.1775618;0;0;0;;;0;;;;0;0;0;L1775618;5509;
Annonaceae;<NA>;ID;Indonesia. Manado.;1.48218;124.848922;<NA>;<NA>;<NA>;<NA>;recby_problem; bb 17162 ;20;10;1932;;<NA>;<NA>;Botany;L.1768850;0;0;0;;;0;;;;0;0;0;L1768850;17162;
Polyalthia lateriflora (Blume) Kurz;Polyalthia;ID;Borneo, Res. Z en O afd. v. Borneo ond. afd. oost Koetai loopl. Lendak;0.0;116.5;<NA>;<NA>;<NA>;<NA>;recby_problem; bb 14832 ;3;12;1930;;<NA>;<NA>;Botany;L.1766868;0;0;0;;;0;;;;0;0;0;L1766868;14832;lateriflora
Annonaceae;<NA>;ID;Indonesia. New Guinea, Hollandia, Pionier bivak, Membramogebied.;-2.28069;138.02656;<NA>;<NA>;<NA>;<NA>;recby_problem; bb 31110 ;18;10;1939;;<NA>;<NA>;Botany;L.1768788;0;0;0;;;0;;;;0;0;0;L1768788;31110;
Polyalthia rumphii (Blume ex Hensch.) Merr.;Hubera;ID;Archipel. Ind. Gouv. Selebes en Onderh. ond. afd. Malili Oesoe.;-2.6351;121.0948;<NA>;<NA>;<NA>;<NA>;recby_problem; Cel/II 482 ;20;1;1931;;<NA>;<NA>;Botany;L.1767422;0;0;0;;;0;;;;0;0;0;L1767422;482;rumphii
Polyalthia rumphii (Blume ex Hensch.) Merr.;Hubera;ID;Archipel. Ind. Gouv. Selebes en Onderh. ond. afd. Malili Oesoe.;-2.6351;121.0948;<NA>;<NA>;<NA>;<NA>;recby_problem; Cel/II 482 ;20;1;1931;;<NA>;<NA>;Botany;L.1767421;0;0;0;;;0;;;;0;0;0;L1767421;482;rumphii
Mezzettia havilandii (Boerl.) Ridl.;Mezzettia;ID;Riouw en Onderh. Lingga, Anak air, M. Ketjil;-0.2;104.616667;<NA>;<NA>;Kessler PJA;<NA>;recby_problem; bb 5586 ;17;7;1923;Kessler, PJA;1989-06-01T00:00:00;<NA>;Botany;L.1766099;0;0;0;;;0;1;6;1989;0;0;0;L1766099;5586;havilandii
Polyalthia lateriflora (Blume) Kurz;Polyalthia;ID;Archipel. Ind.: ZO, afd.v.Borneo, West-Koetai, Mendom (Sei Atan, Klindjan).;0.43;116.68;<NA>;<NA>;Turner IM;<NA>;recby_problem; bb 29256 ;20;8;1939;Turner, IM;2006-06-01T00:00:00;<NA>;Botany;L.1766897;0;0;0;;;0;1;6;2006;0;0;0;L1766897;29256;lateriflora
Mezzettia havilandii (Boerl.) Ridl.;Mezzettia;ID;ZO afd. van Borneo, Sampit;-2.533333;112.95;<NA>;<NA>;Kessler PJA;<NA>;recby_problem; bb 32393 ;28;9;1940;Kessler, PJA;1989-06-01T00:00:00;<NA>;Botany;L.1766087;0;0;0;;;0;1;6;1989;0;0;0;L1766087;32393;havilandii
Polyalthia Blume;Polyalthia;ID;ZO Borneo, Moeara-Teweh, Roedji;-0.95;114.883333;<NA>;<NA>;<NA>;<NA>;recby_problem; bb 31460 ;29;2;1940;;<NA>;<NA>;Botany;L.1763701;0;0;0;;;0;;;;0;0;0;L1763701;31460;
Polyalthia Blume;Polyalthia;ID;Java, Gouv. Oost-Java, Regentsch. Penaroekan, Wonoredjo;-7.916667;114.383333;<NA>;<NA>;<NA>;<NA>;recby_problem; Ja 2329 ;26;6;1931;;<NA>;<NA>;Botany;L.1763542;0;0;0;;;0;;;;0;0;0;L1763542;2329;
Polyalthia Blume;Polyalthia;ID;ZO Borneo, Moeara-Teweh, Roedji;-0.95;114.883333;<NA>;<NA>;<NA>;<NA>;recby_problem; bb 31461 ;29;2;1940;;<NA>;<NA>;Botany;L.1763698;0;0;0;;;0;;;;0;0;0;L1763698;31461;
Polyalthia Blume;Polyalthia;ID;Archipel. Ind. Palembang, Lamatang Ilir, Semangoes, reserve.;-2.95;103.333333;<NA>;<NA>;<NA>;<NA>;recby_problem; bb 31746 ;5;5;1940;;<NA>;<NA>;Botany;L.1763449;0;0;0;;;0;;;;0;0;0;L1763449;31746;
Orophea corymbosa (Blume) Miq.;Orophea;ID;Archipel. Ind. O. kust v. Sumatra. Karolanden. Tongkoh.;3.183333;98.516667;<NA>;<NA>;Kessler PJA;<NA>;recby_problem; bb 6843 ;24;6;1924;Kessler, PJA;1984-03-01T00:00:00;<NA>;Botany;L.1766437;0;0;0;;;0;1;3;1984;0;0;0;L1766437;6843;corymbosa
Goniothalamus (Blume) Hook.f. & Thomson;Goniothalamus;ID;Celebes en Ond. Malili Oesoe;-2.6351;121.0948;<NA>;<NA>;<NA>;<NA>;recby_problem; Cel/II 391 ;3;6;1935;;<NA>;<NA>;Botany;L.1761448;0;0;0;;;0;;;;0;0;0;L1761448;391;
Polyalthia Blume;Polyalthia;ID;sumatra, Res. Benkoelen ond. afd. Redjang;-3.17;102.5;<NA>;<NA>;<NA>;<NA>;recby_problem; bb 2742 ;9;1;1922;;<NA>;<NA>;Botany;L.1763668;0;0;0;;;0;;;;0;0;0;L1763668;2742;
Popowia Endl.;Popowia;ID;Manado, Minahasa;1.48218;124.848922;<NA>;<NA>;Kessler PJA;<NA>;recby_problem; bb 17683 ;21;9;1933;Kessler, PJA;1988-07-01T00:00:00;<NA>;Botany;L.1763799;0;0;0;;;0;1;7;1988;0;0;0;L1763799;17683;
Polyalthia Blume;Polyalthia;ID;Riouw en Ond. Karimoen;1.05;103.366667;<NA>;<NA>;Steenis CGGJ van;<NA>;recby_problem; bb 17336 ;14;3;1933;Steenis, CGGJ van;<NA>;<NA>;Botany;L.1763590;0;0;0;;;0;;;;0;0;0;L1763590;17336;
Polyalthia Blume;Polyalthia;ID;Archipel. Ind.: Riouw en Ond, Indragirische bovenlanden, Moeara Serangge.;0.5;101.75;<NA>;<NA>;<NA>;<NA>;recby_problem; bb 30032 ;18;9;1939;;<NA>;<NA>;Botany;L.1763447;0;0;0;;;0;;;;0;0;0;L1763447;30032;
Polyalthia Blume;Polyalthia;ID;Palembang, Lematang Ilir, Semangoes;-3.75;103.75;<NA>;<NA>;<NA>;<NA>;recby_problem; bb 32116 ;27;6;1940;;<NA>;<NA>;Botany;L.1763407;0;0;0;;;0;;;;0;0;0;L1763407;32116;
Mezzettia Becc.;Mezzettia;ID;Archipel. Ind. Riouw en Ond. Karimoen O.;1.05;103.366667;<NA>;<NA>;Steenis CGGJ van;<NA>;recby_problem; bb 17335 ;13;3;1933;Steenis, CGGJ van;<NA>;<NA>;Botany;L.1761991;0;0;0;;;0;;;;0;0;0;L1761991;17335;
Polyalthia lateriflora (Blume) Kurz;Polyalthia;ID;Midden Java, Wonosobo;-7.36;109.9025;<NA>;<NA>;Steenis CGGJ van;<NA>;recby_problem; bb 2530 ;31;12;1932;Steenis, CGGJ van;<NA>;<NA>;Botany;L.1762594;0;0;0;;;0;;;;0;0;0;L1762594;2530;lateriflora
Maasia glauca (Hassk.) Mols, Kessler & Rogstad;Maasia;ID;Archipel. Ind.: riouw en Ond. Indrag. bovenlanden, Belimbing.;-1.266667;102.533333;<NA>;<NA>;<NA>;<NA>;recby_problem; bb 28490 ;1;7;1939;;<NA>;<NA>;Botany;L.1760980;0;0;0;;;0;;;;0;0;0;L1760980;28490;glauca
Monoon borneense (H.Okada) B.Xue & R.M.K.Saunders;Polyalthia;ID;Z en O Afd. v. Borneo, Poeloe Laoet en Tanah Boemboe, Seblim bingan;-3.666667;116.166667;<NA>;<NA>;Nurmawati S;<NA>;recby_problem; bb 31183 ;30;12;1939;Nurmawati, S;2017-08-01T00:00:00;<NA>;Botany;L.1763703;0;0;0;;;0;1;8;2017;0;0;0;L1763703;31183;sinclairiana
Maasia glauca (Hassk.) Mols, Kessler & Rogstad;Maasia;ID;Selebes, Land Boeton, Kombawa;-4.745193;122.9348;<NA>;<NA>;<NA>;<NA>;recby_problem; bb 6646 ;16;4;1924;;<NA>;<NA>;Botany;L.1761233;0;0;0;;;0;;;;0;0;0;L1761233;6646;glauca
Mezzettia Becc.;Mezzettia;ID;Westersafd. v. Borneo, Nelawi, B. Oeloe, Bora belit;-2.0;113.5;<NA>;<NA>;Steenis CGGJ van;<NA>;recby_problem; bb 29049 ;24;7;1939;Steenis, CGGJ van;<NA>;<NA>;Botany;L.1761905;0;0;0;;;0;;;;0;0;0;L1761905;29049;
Orophea creaghii (Ridl.) Leonardía & Kessler;Orophea;ID;<NA>;1.483333;124.85;<NA>;<NA>;Leonardía, AAP;<NA>;recby_problem; bb 17165 ;20;10;1932;Leonardía, AAP;1999-07-01T00:00:00;<NA>;Botany;L.1766273;0;0;0;;;0;1;7;1999;0;0;0;L1766273;17165;creaghii
Mezzettia Becc.;Mezzettia;ID;ZW Afd, v. Borneo, Tidoengsch Landen;-3.5;115.5;<NA>;<NA>;Steenis CGGJ van;<NA>;recby_problem; bb 18196 ;20;1;1934;Steenis, CGGJ van;<NA>;<NA>;Botany;L.1761900;0;0;0;;;0;;;;0;0;0;L1761900;18196;
Mezzettia Becc.;Mezzettia;ID;ZW Afd, v. Borneo, Tidoengsch Landen;-3.5;115.5;<NA>;<NA>;Steenis CGGJ van;<NA>;recby_problem; bb 18190 ;19;1;1934;Steenis, CGGJ van;<NA>;<NA>;Botany;L.1761898;0;0;0;;;0;;;;0;0;0;L1761898;18190;
Monoon gigantifolium (Merr.) B.Xue & R.M.K.Saunders;Enicosanthum;ID;Borneo, Res. Z en O afd. v. Borneo ond. afd. oost Koetai loopl. Lendak;0.0;116.5;<NA>;<NA>;Nurmawati S;<NA>;recby_problem; bb 14831 ;3;12;1930;Nurmawati, S;2017-08-01T00:00:00;<NA>;Botany;L.1760879;0;0;0;;;0;1;8;2017;0;0;0;L1760879;14831;gigantifolium
Mezzettia Becc.;Mezzettia;ID;ZO Borneo, Wesst Koetei;0.0;116.5;<NA>;<NA>;Steenis CGGJ van;<NA>;recby_problem; bb 16856 ;;;;Steenis, CGGJ van;<NA>;<NA>;Botany;L.1761909;0;0;0;;;0;;;;0;0;0;L1761909;16856;
Mezzettia Becc.;Mezzettia;ID;ZO Borneo, West Koetei, Long Pleh (Sei Sentakan);0.0;116.5;<NA>;<NA>;Kessler PJA;<NA>;recby_problem; bb 29595 ;22;10;1939;Kessler, PJA;1989-06-01T00:00:00;<NA>;Botany;L.1761962;0;0;0;;;0;1;6;1989;0;0;0;L1761962;29595;
Mezzettia Becc.;Mezzettia;ID;ZO Afd. v. Borneo, West Koetei;0.0;116.5;<NA>;<NA>;Steenis CGGJ van;<NA>;recby_problem; bb 16969 ;16;3;1932;Steenis, CGGJ van;<NA>;<NA>;Botany;L.1761901;0;0;0;;;0;;;;0;0;0;L1761901;16969;
Polyalthia Blume;Polyalthia;ID;Archipel. Ind. Selebes. Malili, Kawata.;-2.6351;121.0948;<NA>;<NA>;<NA>;<NA>;recby_problem; Cel/V 191 ;12;10;1932;;<NA>;<NA>;Botany;L.1759924;0;0;0;;;0;;;;0;0;0;L1759924;191;
Mezzettia Becc.;Mezzettia;ID;ZO Borneo, West Koetei, Kahala;0.0;116.5;<NA>;<NA>;Steenis CGGJ van;<NA>;recby_problem; bb 28382 ;1;7;1939;Steenis, CGGJ van;1941-01-01T00:00:00;<NA>;Botany;L.1761963;0;0;0;;;0;1;1;1941;0;0;0;L1761963;28382;
Maasia glauca (Hassk.) Mols, Kessler & Rogstad;Maasia;ID;Archipel. Ind.: N. Guinea, Hollandia, Berap. (Nimboeran).;-2.5029;140.1451;<NA>;<NA>;<NA>;<NA>;recby_problem; bb 28939 ;7;8;1939;;<NA>;<NA>;Botany;L.1761165;0;0;0;;;0;;;;0;0;0;L1761165;28939;glauca
Polyalthia Blume;Polyalthia;ID;Nw. Guinea, Hollandia, Pionier bivak;-2.5267;140.7143;<NA>;<NA>;<NA>;<NA>;recby_problem; bb 31468 ;26;3;1940;;<NA>;<NA>;Botany;L.1759860;0;0;0;;;0;;;;0;0;0;L1759860;31468;
Polyalthia Blume;Polyalthia;ID;Archipel. Ind. Manado. Pagiri.;1.48218;124.848922;<NA>;<NA>;<NA>;<NA>;recby_problem; bb 17503 ;20;6;1933;;<NA>;<NA>;Botany;L.1759914;0;0;0;;;0;;;;0;0;0;L1759914;17503;
Mezzettia Becc.;Mezzettia;ID;Archipel. Ind. Sumatra Gouv. Atjeh ond. afd. Langsa.;4.0;97.0;<NA>;<NA>;Kessler PJA;<NA>;recby_problem; bb 2583 ;20;1;1922;Kessler, PJA;1989-06-01T00:00:00;<NA>;Botany;L.1761959;0;0;0;;;0;1;6;1989;0;0;0;L1761959;2583;
Mezzettia Becc.;Mezzettia;ID;Archipel. Ind.: Riouw en Ond. Indragirische bovenlanden, Belimbing.;-1.266667;102.533333;<NA>;<NA>;Kessler PJA;<NA>;recby_problem; bb 28535 ;1;7;1939;Kessler, PJA;1989-06-01T00:00:00;<NA>;Botany;L.1761958;0;0;0;;;0;1;6;1989;0;0;0;L1761958;28535;
Mezzettia Becc.;Mezzettia;ID;ZO Afd. v. Borneo, West Koetei;0.0;116.5;<NA>;<NA>;Steenis CGGJ van;<NA>;recby_problem; bb 16104 ;1;11;1931;Steenis, CGGJ van;<NA>;<NA>;Botany;L.1761904;0;0;0;;;0;;;;0;0;0;L1761904;16104;
Maasia glauca (Hassk.) Mols, Kessler & Rogstad;Maasia;ID;Sumatra's O kust, Simeloengoen, Perboetaran;2.97;99.068167;<NA>;<NA>;<NA>;<NA>;recby_problem; bb 5361 ;11;5;1923;;<NA>;<NA>;Botany;L.1761307;0;0;0;;;0;;;;0;0;0;L1761307;5361;glauca
Mezzettia parviflora Becc.;Mezzettia;ID;ZO afd. v. Borneo, W Koetei, mendom, (sei. Klindjau);0.43;116.68;<NA>;<NA>;Kessler PJA;<NA>;recby_problem; bb 29240 ;27;8;1939;Kessler, PJA;1989-06-01T00:00:00;<NA>;Botany;L.1761723;0;0;0;;;0;1;6;1989;0;0;0;L1761723;29240;parviflora
Mezzettia Becc.;Mezzettia;ID;Borneo, Res. Z en O Afd. v. Borneo, ond. afd. West Koetei, Kembang Djanggoet;0.156863;116.362865;<NA>;<NA>;<NA>;<NA>;recby_problem; bb 15677 ;9;10;1931;;<NA>;<NA>;Botany;L.1761910;0;0;0;;;0;;;;0;0;0;L1761910;15677;
Monoon gigantifolium (Merr.) B.Xue & R.M.K.Saunders;Enicosanthum;ID;Archipel. Ind. Selebes Res. Manado. ond. afd. Donggala.;1.48218;124.848922;<NA>;<NA>;Nurmawati S;<NA>;recby_problem; bb 15084 ;25;3;1931;Nurmawati, S;2017-08-01T00:00:00;<NA>;Botany;L.1759907;0;0;0;;;0;1;8;2017;0;0;0;L1759907;15084;gigantifolium
Polyalthia Blume;Polyalthia;ID;Archipel. Ind.: Nw. Guinea, Seroei, Eil. Japen.;-1.883333;136.233333;<NA>;<NA>;<NA>;<NA>;recby_problem; bb 30285 ;28;7;1939;;<NA>;<NA>;Botany;L.1759726;0;0;0;;;0;;;;0;0;0;L1759726;30285;
Polyalthia Blume;Polyalthia;ID;Archipel. Ind.: Nw. Guinea, Seroei, Eil. Japen.;-1.883333;136.233333;<NA>;<NA>;<NA>;<NA>;recby_problem; bb 30633 ;17;9;1939;;<NA>;<NA>;Botany;L.1759801;0;0;0;;;0;;;;0;0;0;L1759801;30633;
Mezzettia Becc.;Mezzettia;ID;ZO Afd. v. Borneo, West Koetei;0.0;116.5;<NA>;<NA>;Steenis CGGJ van;<NA>;recby_problem; bb 16519 ;20;3;1932;Steenis, CGGJ van;<NA>;<NA>;Botany;L.1761902;0;0;0;;;0;;;;0;0;0;L1761902;16519;
Mezzettia Becc.;Mezzettia;ID;ZO Afd. v. Borneo, West Koetei;0.0;116.5;<NA>;<NA>;Steenis CGGJ van;<NA>;recby_problem; bb 16046 ;1;11;1931;Steenis, CGGJ van;<NA>;<NA>;Botany;L.1761903;0;0;0;;;0;;;;0;0;0;L1761903;16046;
Mezzettia Becc.;Mezzettia;ID;Archipel. Ind.: Riouw en Ond. Indrag. bovenlanden, Belimbing.;-1.266667;102.533333;<NA>;<NA>;Kessler PJA;<NA>;recby_problem; bb 28486 ;1;7;1939;Kessler, PJA;1989-06-01T00:00:00;<NA>;Botany;L.1761987;0;0;0;;;0;1;6;1989;0;0;0;L1761987;28486;
Maasia glauca (Hassk.) Mols, Kessler & Rogstad;Maasia;ID;Archipel. Ind.: Palembang, Lematang Ilir, Semanggoes.;-2.95;103.333333;<NA>;<NA>;<NA>;<NA>;recby_problem; bb 32218 ;3;7;1939;;<NA>;<NA>;Botany;L.1760955;0;0;0;;;0;;;;0;0;0;L1760955;32218;glauca
Polyalthia Blume;Polyalthia;ID;Archipel. Ind. Selebes. Malili, Kawata.;-2.6351;121.0948;<NA>;<NA>;<NA>;<NA>;recby_problem; Cel/V 191 ;12;10;1932;;<NA>;<NA>;Botany;L.1759925;0;0;0;;;0;;;;0;0;0;L1759925;191;
Mezzettia Becc.;Mezzettia;ID;Archipel. Ind.: Tapanoeli Sibolga en Ommelanden, Baroes, Pankalan Tapoes.;2.85;98.266667;<NA>;<NA>;<NA>;<NA>;recby_problem; bb 29529 ;21;10;1939;;<NA>;<NA>;Botany;L.1761990;0;0;0;;;0;;;;0;0;0;L1761990;29529;
Polyalthia Blume;Polyalthia;ID;Archipel. Ind. Nieuw Guinea, Inanwatan Moetoeri (Steenkool).;-2.1;133.716667;<NA>;<NA>;<NA>;<NA>;recby_problem; bb 32665 ;11;5;1941;;<NA>;<NA>;Botany;L.1759739;0;0;0;;;0;;;;0;0;0;L1759739;32665;
Polyalthia Blume;Polyalthia;ID;Archipel Ind.: Nw. Guinea, Hollandia, Bernhard bivak.;-3.418889;139.117222;<NA>;<NA>;<NA>;<NA>;recby_problem; bb 25759 ;15;8;1938;;<NA>;<NA>;Botany;L.1759742;0;0;0;;;0;;;;0;0;0;L1759742;25759;
Polyalthia Blume;Polyalthia;ID;Archipel. Ind. Celebes en Malili.;-2.6351;121.0948;<NA>;<NA>;Steenis CGGJ van;<NA>;recby_problem; Cel/II 446 ;17;9;1931;Steenis, CGGJ van;<NA>;<NA>;Botany;L.1759928;0;0;0;;;0;;;;0;0;0;L1759928;446;
Monoon lateriflorum (Blume) Miq.;Polyalthia;ID;Archipel. Ind.: Manado, Banggai, Hoehak.;-0.7898;122.3717;<NA>;<NA>;Nurmawati S;<NA>;recby_problem; bb 31883 ;5;4;1940;Nurmawati, S;2017-08-01T00:00:00;<NA>;Botany;L.1759908;0;0;0;;;0;1;8;2017;0;0;0;L1759908;31883;lateriflora
Orophea celebica (Blume) Miq.;Orophea;ID;Selebes, Malili, Toli (Kawata);-2.6351;121.0948;<NA>;<NA>;Kessler PJA;<NA>;recby_problem; Cel/V 172 ;29;9;1932;Kessler, PJA;1985-08-01T00:00:00;<NA>;Botany;L.1757835;0;0;0;;;0;1;8;1985;0;0;0;L1757835;172;celebica
Polyalthia Blume;Polyalthia;ID;Archipel. Ind.: Nw. Guinea, Seroei, Eil. Japen.;-1.883333;136.233333;<NA>;<NA>;<NA>;<NA>;recby_problem; bb 30287 ;28;7;1939;;<NA>;<NA>;Botany;L.1759728;0;0;0;;;0;;;;0;0;0;L1759728;30287;
Polyalthia Blume;Polyalthia;ID;Archipel. Ind.: Nw. Guinea, Seroei, Eil. Japen.;-1.883333;136.233333;<NA>;<NA>;<NA>;<NA>;recby_problem; bb 30289 ;28;7;1939;;<NA>;<NA>;Botany;L.1759727;0;0;0;;;0;;;;0;0;0;L1759727;30289;
Maasia glauca (Hassk.) Mols, Kessler & Rogstad;Maasia;ID;Archipel. Ind.: Tapanoeli, Sibolga en Ommelanden, Baroes Pankalan Tapoes.;2.85;98.266667;<NA>;<NA>;<NA>;<NA>;recby_problem; bb 29541 ;22;10;1939;;<NA>;<NA>;Botany;L.1760982;0;0;0;;;0;;;;0;0;0;L1760982;29541;glauca
Polyalthia Blume;Polyalthia;ID;Archipel. Ind. Selebes, Malili, Oesoe.;-2.6351;121.0948;<NA>;<NA>;<NA>;<NA>;recby_problem; Cel/II 491 ;22;1;1931;;<NA>;<NA>;Botany;L.1759923;0;0;0;;;0;;;;0;0;0;L1759923;491;
Mezzettia Becc.;Mezzettia;ID;Westerafd. v. Borneo, Smitau, Na. Boengkoeng, B. Sagoek;-2.0;113.5;<NA>;<NA>;Kessler PJA;<NA>;recby_problem; bb 32387 ;17;5;1940;Kessler, PJA;1989-06-01T00:00:00;<NA>;Botany;L.1761972;0;0;0;;;0;1;6;1989;0;0;0;L1761972;32387;
Polyalthia Blume;Polyalthia;ID;Archipel. Ind.: Manado, Poso, Poesoengi (Tg. Api);-1.3959;120.7524;<NA>;<NA>;<NA>;<NA>;recby_problem; bb 31851 ;11;3;1940;;<NA>;<NA>;Botany;L.1759967;0;0;0;;;0;;;;0;0;0;L1759967;31851;
Mitrephora polypyrena (Blume) Miq.;Mitrephora;ID;Archipel. Ind.: Oost-Java, Djember, Poeger.;-8.166667;113.333333;<NA>;<NA>;<NA>;<NA>;recby_problem; bb 4900 ;27;2;1940;;<NA>;<NA>;Botany;L.1757311;0;0;0;;;0;;;;0;0;0;L1757311;4900;polypyrena
Monocarpia Miq.;Monocarpia;ID;ZO Borneo, W Koetei, Kahala;0.0;116.5;<NA>;<NA>;Turner IM;<NA>;recby_problem; bb 28355 ;14;7;1939;Turner, IM;<NA>;<NA>;Botany;L.1757733;0;0;0;;;0;;;;0;0;0;L1757733;28355;
